Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
my-feudal-lord-9780552142397,My Feudal Lord,"<p>When a woman with brains and beauty from a wealthy background decides to take her fate into her own hands and challenge the restrictions of a male-oriented, conservative society, the consequences can be devastating.<br> <br> Born into one of Pakistan's most influential families, Tehmina Durrani was raised in the privileged milieu of Lahore high society, and educated at the same school as Benazir Bhutto. Like all women of her rank, she was expected to marry a prosperous Muslim from a respectable family, bear him many children, and lead a sheltered life of air-conditioned leisure. When she married Mustafa Khar, one of Pakistan's most eminent political figures, she continued to move in the best circles, and learned to keep up the public fa ade as a glamorous, cultivated wife, and mother of four children.<br> <br> In private, however, the story-book romance of the most talked-about couple in Pakistan rapidly turned sour. Mustafa Khar became violently possessive and pathologically jealous, and succeeded in cutting his wife off from the outside world. For the course of the fourteen-year marriage, she suffered alone, in silence.<br> <br> When Tehmina decided to rebel, the price she paid was extremely high- as a Muslim woman seeking a divorce, she signed away all financial support, lost the custody of her four children, and found herself alienated from her friends and disowned by her parents.<br> <br> Following the divorce, she felt she had to tell her story. When Pakistan publishers balked at the controversial nature of her manuscript, she published it herself. The book was a bombshell and shook Pakistani society to its foundations. Her at last was someone who had succeeding in reconciling her faith in Islam with her ardent belief in women's rights. Tehmina's story, adapted now for western readers, provides extraordinary insights into the vulnerable position of women caught in the complex web of Muslim society.</p>
<table><tr><td><strong>Author(s)</strong></td><td>TEHMINA DURRANI</td></tr><tr><td><strong>Publisher</strong></td><td>Transworld Publishers Ltd</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780552142397</td></tr></table>",Transworld Publishers Ltd,Media > Books,Books,"English, Paper Back, TEHMINA DURRANI",TRUE,Title,Default Title,9780552142397,shopify,17,deny,manual,699,,TRUE,FALSE,9780552142397,https://images.isbndb.com/covers/15700613482384.jpg,1,My Feudal Lord,active
the-monk-who-sold-his-ferrari-wisdom-to-create-a-life-of-passion-purpose-and-peace-9788179921623,"The Monk Who Sold His Ferrari: Wisdom to Create a Life of Passion, Purpose, and Peace","<p>Robin Sharma's bestselling fable follows a successful lawyer who gives up his high-powered career after a personal crisis and journeys to the Himalayas in search of wisdom and inner peace. The story blends Eastern philosophy with practical lessons about purpose, passion, and living fully. It remains one of the most beloved self-help novels ever written in India.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Robin S. Sharma</td></tr><tr><td><strong>Publisher</strong></td><td>JAICO PUBLISHING HOUSE, HarperCollins</td></tr><tr><td><strong>Published</strong></td><td>2003, 2010</td></tr><tr><td><strong>Pages</strong></td><td>216</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788179921623</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9788179921623' target='_blank'>Open Library</a></td></tr></table>","JAICO PUBLISHING HOUSE, HarperCollins",Media > Books,Books,"English, Paper Back, Robin S. Sharma, Self-realization, Self-actualization (psychology), Fiction, visionary & metaphysical, Fiction, Conduct of life, Success, Éxito, Actualización de si mismo (Psicología), Fables, Conducta (Ética)",TRUE,Title,Default Title,9788179921623,shopify,87,deny,manual,299,,TRUE,FALSE,9788179921623,https://covers.openlibrary.org/b/id/6903837-L.jpg,1,"The Monk Who Sold His Ferrari: Wisdom to Create a Life of Passion, Purpose, and Peace",active
through-time-into-healing-9780749918354,Through Time into Healing,"<p>Dr. Brian Weiss explores the therapeutic potential of past-life regression as a tool for healing emotional trauma and physical ailments. Drawing on his clinical experience with hundreds of patients, he presents compelling case studies that challenge conventional views of the mind and consciousness. The book offers guidance for those seeking deeper understanding of the soul's journey across lifetimes.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Brian L. Weiss</td></tr><tr><td><strong>Publisher</strong></td><td>Piatkus Books</td></tr><tr><td><strong>Published</strong></td><td>June 25, 1998</td></tr><tr><td><strong>Pages</strong></td><td>208</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780749918354</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780749918354' target='_blank'>Open Library</a></td></tr></table>",Piatkus Books,Media > Books,Books,"English, Paper Back, Brian L. Weiss, Reincarnation therapy, Terapéutica de la reencarnación, Case Reports, Psychotherapy, Regression (Psychology), Methods, Love, Healing, Psychology Regression",TRUE,Title,Default Title,9780749918354,shopify,40,deny,manual,499,,TRUE,FALSE,9780749918354,https://covers.openlibrary.org/b/id/492352-L.jpg,1,Through Time into Healing,active
a-tiger-for-malgudi-9788185986111,A Tiger for Malgudi,"<p>R.K. Narayan tells the story of Raja, a tiger who moves from life in the wild to the circus and then to the Indian cinema industry, narrated in the tiger's own voice. The novel is a gentle meditation on freedom, captivity, and the human condition seen through an unusual perspective. It is set in Narayan's beloved fictional South Indian town of Malgudi.</p>
<table><tr><td><strong>Author(s)</strong></td><td>RK Narayan</td></tr><tr><td><strong>Publisher</strong></td><td>Indian Thought Publication</td></tr><tr><td><strong>Published</strong></td><td>Jan 01, 2010</td></tr><tr><td><strong>Pages</strong></td><td>176</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788185986111</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9788185986111' target='_blank'>Open Library</a></td></tr></table>",Indian Thought Publication,Media > Books,Books,"English, Paper Back, RK Narayan",TRUE,Title,Default Title,9788185986111,shopify,61,deny,manual,225,,TRUE,FALSE,9788185986111,https://covers.openlibrary.org/b/id/10512717-L.jpg,1,A Tiger for Malgudi,active
asterix-the-legionary-9780752866215,Asterix the Legionary,"<p>Asterix and Obelix join the Roman legions in disguise to rescue Tragicomix, the boyfriend of a young woman from their village. The adventure takes them across the ancient Mediterranean world to the front lines of Caesar's campaigns in Africa. Goscinny and Uderzo blend sharp satire and slapstick comedy to great effect in this classic instalment of the series.</p>
<table><tr><td><strong>Author(s)</strong></td><td>René Goscinny, Albert Uderzo</td></tr><tr><td><strong>Publisher</strong></td><td>Orion</td></tr><tr><td><strong>Published</strong></td><td>September 1, 2004</td></tr><tr><td><strong>Pages</strong></td><td>48</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780752866215</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780752866215' target='_blank'>Open Library</a></td></tr></table>",Orion,Media > Books,Books,"English, Paper Back, René Goscinny, Albert Uderzo, series:Astérix, Caricatures and cartoons, Children's stories, Comic books, strips, Children's fiction, Comic books, strips, etc., Novela gráfica, Gauls, Spanish language materials, Libros de caricaturas, tiras cómicas",TRUE,Title,Default Title,9780752866215,shopify,4,deny,manual,550,,TRUE,FALSE,9780752866215,https://covers.openlibrary.org/b/id/499636-L.jpg,1,Asterix the Legionary,active
grandmother-s-tale-9788185986159,Grandmother`s Tale,"<p>R.K. Narayan's final work is a collection of stories rooted in South Indian oral tradition, including the title novella about a grandmother's epic quest to find her long-lost husband. The tales draw on ancient myths, folklore, and everyday village life with Narayan's characteristic warmth and gentle humour. It is a tender farewell from one of India's greatest storytellers.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Rasipuram Krishnaswamy Narayan</td></tr><tr><td><strong>Publisher</strong></td><td>Indian Thought Publications</td></tr><tr><td><strong>Published</strong></td><td>Oct 10, 2007</td></tr><tr><td><strong>Pages</strong></td><td>97</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788185986159</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9788185986159' target='_blank'>Open Library</a></td></tr></table>",Indian Thought Publications,Media > Books,Books,"English, Paper Back, Rasipuram Krishnaswamy Narayan",TRUE,Title,Default Title,9788185986159,shopify,29,deny,manual,215,,TRUE,FALSE,9788185986159,https://covers.openlibrary.org/b/id/13663761-L.jpg,1,Grandmother`s Tale,active
kotler-on-marketing-9780684860473,Kotler on Marketing,"<p>Philip Kotler, widely regarded as the father of modern marketing, distils decades of research and teaching into a comprehensive guide for the contemporary business environment. The book covers market segmentation, positioning, branding, pricing, and digital strategy with remarkable clarity. It is an essential reference for students and practitioners of marketing worldwide.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Philip Kotler</td></tr><tr><td><strong>Publisher</strong></td><td>Free Press</td></tr><tr><td><strong>Published</strong></td><td>August 20, 2001</td></tr><tr><td><strong>Pages</strong></td><td>272</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780684860473</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780684860473' target='_blank'>Open Library</a></td></tr></table>",Free Press,Media > Books,Books,"English, Paper Back, Philip Kotler, Marketing, Management, Marketingmanagement, Gestion",TRUE,Title,Default Title,9780684860473,shopify,50,deny,manual,899,,TRUE,FALSE,9780684860473,https://covers.openlibrary.org/b/id/428175-L.jpg,1,Kotler on Marketing,active
malgudi-days-9788185986173,Malgudi Days,"<p>Introducing this collection of stories, R. K. Narayan describes how in India ""the writer has only to look out of the window to pick up a character and thereby a story."" Powerful, magical portraits of all kinds of people, and comprising stories written over almost forty years, Malgudi Days presents Narayan's imaginary city in full color.</p>
<table><tr><td><strong>Author(s)</strong></td><td>R K NARAYAN</td></tr><tr><td><strong>Publisher</strong></td><td>INDIAN THOUGHT PUBLICATIONS</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788185986173</td></tr></table>",INDIAN THOUGHT PUBLICATIONS,Media > Books,Books,"English, Paper Back, R K NARAYAN",TRUE,Title,Default Title,9788185986173,shopify,200,deny,manual,295,,TRUE,FALSE,9788185986173,https://images.isbndb.com/covers/16961153485102.jpg,1,Malgudi Days,active
mr-sampath-the-printer-of-malgudi-9788185986043,Mr. Sampath: The Printer of Malgudi,"<p>R.K. Narayan's novel follows Srinivas, the editor of a struggling small-town newspaper, whose life becomes entangled with the charming but chaotic printer Mr. Sampath. When Sampath drifts into the world of Indian cinema, a series of comic and unexpected events unfolds in Narayan's fictional Malgudi. The novel is a witty portrait of ambition, creativity, and the muddle of human affairs.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Rasipuram Krishnaswamy Narayan</td></tr><tr><td><strong>Publisher</strong></td><td>Indian Thought Publications</td></tr><tr><td><strong>Published</strong></td><td>1997</td></tr><tr><td><strong>Pages</strong></td><td>219</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788185986043</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9788185986043' target='_blank'>Open Library</a></td></tr></table>",Indian Thought Publications,Media > Books,Books,"English, Paper Back, Rasipuram Krishnaswamy Narayan, Malgudi (India : Imaginary place), Fiction",TRUE,Title,Default Title,9788185986043,shopify,25,deny,manual,225,,TRUE,FALSE,9788185986043,https://covers.openlibrary.org/b/id/14164708-L.jpg,1,Mr. Sampath: The Printer of Malgudi,active
swami-and-friends-9788185986005,Swami and Friends,"<p>His greatest passion is the M CC - the Malgudi Cricket Club - which he founds together with his friends: his greatest day is when the examinations are over and school breaks up - a time for revelry and cheerful ritousness. But the innocent and impulsive Swami lands in trouble when he is carried away by the more serious unrest of India in 1930. Somehow he gets himself expelled from two schools in succession, and when things have gone quite out of hand he is forced to run away from home ...This is far more than a simple narrative of Swami's adventures - charming and entertaining as they are. By the delicate sympathetically observed, the author establishes for us the child's world as the child himself sees it: and beyond, the adult community he will one day belong to - in Swami's case, the town of Malgudi, which provides the setting of almost all Narayan's later novels.</p>
<table><tr><td><strong>Author(s)</strong></td><td>R K NARAYAN</td></tr><tr><td><strong>Publisher</strong></td><td>INDIAN THOUGHT PUBLICATIONS</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788185986005</td></tr></table>",INDIAN THOUGHT PUBLICATIONS,Media > Books,Books,"English, Paper Back, R K NARAYAN",TRUE,Title,Default Title,9788185986005,shopify,200,deny,manual,240,,TRUE,FALSE,9788185986005,https://images.isbndb.com/covers/16959473485102.jpg,1,Swami and Friends,active
