Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
rainbow-days-vol-15-9781974752348,"Rainbow Days, Vol. 15",<table><tr><td><strong>Author(s)</strong></td><td>Minami Mizuno</td></tr><tr><td><strong>Publisher</strong></td><td>Viz Media</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>184</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781974752348</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781974752348' target='_blank'>Open Library</a></td></tr></table>,Viz Media,Media > Books,Books,"English, Paper Back, Minami Mizuno",TRUE,Title,Default Title,9781974752348,shopify,10,deny,manual,899,,TRUE,FALSE,9781974752348,https://covers.openlibrary.org/b/isbn/9781974752348-L.jpg,1,"Rainbow Days, Vol. 15",active
otaku-vampire-s-love-bite-vol-3-9781974752331,"Otaku Vampire's Love Bite, Vol. 3",<table><tr><td><strong>Author(s)</strong></td><td>Julietta Suzuki</td></tr><tr><td><strong>Publisher</strong></td><td>Arotahi Agency</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781974752331</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781974752331' target='_blank'>Open Library</a></td></tr></table>,Arotahi Agency,Media > Books,Books,"English, Paper Back, Julietta Suzuki",TRUE,Title,Default Title,9781974752331,shopify,5,deny,manual,899,,TRUE,FALSE,9781974752331,https://covers.openlibrary.org/b/isbn/9781974752331-L.jpg,1,"Otaku Vampire's Love Bite, Vol. 3",active
mystery-on-the-range-colton-in-the-wild-9780263397208,MYSTERY ON THE RANGE / COLTON IN THE WILD,<table><tr><td><strong>Author(s)</strong></td><td>Danica Winters / Justine Davis</td></tr><tr><td><strong>Publisher</strong></td><td>Harpercollins India</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780263397208</td></tr></table>,Harpercollins India,Media > Books,Books,"English, Paper Back, Danica Winters / Justine Davis",TRUE,Title,Default Title,9780263397208,shopify,4,deny,manual,499,,TRUE,FALSE,9780263397208,https://covers.openlibrary.org/b/isbn/9780263397208-L.jpg,1,MYSTERY ON THE RANGE / COLTON IN THE WILD,active
tamon-s-b-side-vol-7-9781974752362,"Tamon's B-Side, Vol. 7",<table><tr><td><strong>Author(s)</strong></td><td>Yuki Shiwasu</td></tr><tr><td><strong>Publisher</strong></td><td>Arotahi Agency</td></tr><tr><td><strong>Published</strong></td><td>2025-04-01</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781974752362</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781974752362' target='_blank'>Open Library</a></td></tr></table>,Arotahi Agency,Media > Books,Books,"English, Paper Back, Yuki Shiwasu",TRUE,Title,Default Title,9781974752362,shopify,4,deny,manual,899,,TRUE,FALSE,9781974752362,https://covers.openlibrary.org/b/isbn/9781974752362-L.jpg,1,"Tamon's B-Side, Vol. 7",active
who-s-spooky-an-interactive-lift-the-flap-book-for-toddlers-9781035031832,Who's Spooky?: An Interactive Lift the Flap Book for Toddlers,"<table><tr><td><strong>Author(s)</strong></td><td>Camilla Reid, Nila Aye</td></tr><tr><td><strong>Publisher</strong></td><td>Pan Macmillan</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>12</td></tr><tr><td><strong>Format</strong></td><td>Board Book</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035031832</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781035031832' target='_blank'>Open Library</a></td></tr></table>",Pan Macmillan,Media > Books,Books,"English, Board Book, Camilla Reid, Nila Aye",TRUE,Title,Default Title,9781035031832,shopify,1,deny,manual,499,,TRUE,FALSE,9781035031832,https://covers.openlibrary.org/b/isbn/9781035031832-L.jpg,1,Who's Spooky?: An Interactive Lift the Flap Book for Toddlers,active
beautiful-ugly-9781035053827,Beautiful Ugly,<table><tr><td><strong>Author(s)</strong></td><td>Alice Feeney</td></tr><tr><td><strong>Publisher</strong></td><td>Pan</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035053827</td></tr></table>,Pan,Media > Books,Books,"English, Paper Back, Alice Feeney",TRUE,Title,Default Title,9781035053827,shopify,19,deny,manual,599,,TRUE,FALSE,9781035053827,https://covers.openlibrary.org/b/isbn/9781035053827-L.jpg,1,Beautiful Ugly,active
i-can-say-sorry-9781035016259,I Can Say Sorry,<table><tr><td><strong>Author(s)</strong></td><td>Marie Paruit</td></tr><tr><td><strong>Publisher</strong></td><td>Pan Macmillan</td></tr><tr><td><strong>Published</strong></td><td>2023</td></tr><tr><td><strong>Format</strong></td><td>Board Book</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035016259</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781035016259' target='_blank'>Open Library</a></td></tr></table>,Pan Macmillan,Media > Books,Books,"English, Board Book, Marie Paruit",TRUE,Title,Default Title,9781035016259,shopify,10,deny,manual,450,,TRUE,FALSE,9781035016259,https://covers.openlibrary.org/b/isbn/9781035016259-L.jpg,1,I Can Say Sorry,active
sleepless-9781035058037,Sleepless,"<p>Elver is the guardian of the wild and dangerous monster forest. Saved from the brink of death by a god, her skin will poison anyone she touches. Artair is on a mission - one that takes him face-to-face with Elver at her most ruthless. But her defenses are useless when she discovers he's the only human impervious to her deadly gift. For Artair isn't human: he's one of the Sleepless, cursed to share his body with an evil spirit. Lucian inhabits their body while Artair sleeps, and he is hell-bent on manipulating Elver for his dark purposes. But Elver is harbouring secrets too, and she has her own reasons for feigning an alliance with these two souls. Caught in the crossfire of gods, monsters, and a dangerous magic they can barely understand, it is only a matter of time before the paths the three of them choose to take will set alight the very foundations of their world.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Jen Williams</td></tr><tr><td><strong>Publisher</strong></td><td>Macmillan</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>304</td></tr><tr><td><strong>Format</strong></td><td>Trade Paperback</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035058037</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781035058037' target='_blank'>Open Library</a></td></tr></table>",Macmillan,Media > Books,Books,"English, Trade Paperback, Jen Williams",TRUE,Title,Default Title,9781035058037,shopify,4,deny,manual,750,,TRUE,FALSE,9781035058037,https://images.isbndb.com/covers/14101133482556.jpg,1,Sleepless,active
burning-chambers-a-thrilling-epic-of-love-and-conspiracy-from-the-no-1-bestselling-author-9781035043231,Burning Chambers: A Thrilling Epic of Love and Conspiracy from the No. 1 Bestselling Author,"<p><b>Bringing sixteenth-century France vividly to life, Kate Mosse's international bestseller is a gripping story of love, betrayal, war, and conspiracy.</b><br> <br> As the Wars of Religion begin to take hold, a courageous Catholic woman and a passionate Huguenot believer find themselves united in a quest to uncover a long-buried secret.<br> <br> <b>Carcassonne, 1562.</b> Nineteen-year-old Minou Joubert receives an anonymous letter at her father's bookshop. Sealed with a distinctive family crest, it contains just five words: <i>She knows that you live.</i><br> <br> But before Minou can decipher the mysterious message, a chance encounter with a young Huguenot convert, Piet Reydon, changes her destiny for ever. For Piet has a dangerous mission of his own, and he will need Minou's help if he is to get out of La Cité alive.<br> <br> A thrilling adventure and a heartbreaking love story, <i>The Burning Chambers</i> is the first novel in Kate Mosse's highly acclaimed <i>The Joubert Family Chronicles,</i> followed by <i>The City of Tears, The Ghost Ship,</i> and <i>The Map of Bones.</i></p>
<table><tr><td><strong>Author(s)</strong></td><td>Kate Mosse</td></tr><tr><td><strong>Publisher</strong></td><td>Pan Macmillan</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>608</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035043231</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781035043231' target='_blank'>Open Library</a></td></tr></table>",Pan Macmillan,Media > Books,Books,"English, Paper Back, Kate Mosse",TRUE,Title,Default Title,9781035043231,shopify,1,deny,manual,599,,TRUE,FALSE,9781035043231,https://images.isbndb.com/covers/13953073482556.jpg,1,Burning Chambers: A Thrilling Epic of Love and Conspiracy from the No. 1 Bestselling Author,active
six-scorched-roses-9781035051786,Six Scorched Roses,<table><tr><td><strong>Author(s)</strong></td><td>Carissa Broadbent</td></tr><tr><td><strong>Publisher</strong></td><td>Bramble</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>208</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035051786</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781035051786' target='_blank'>Open Library</a></td></tr></table>,Bramble,Media > Books,Books,"English, Paper Back, Carissa Broadbent, Fiction, fantasy, general, Fantasy, Romantasy, Romance, Vampires, Fantasy Romance, Novella, Fiction, Paranormal, Adult",TRUE,Title,Default Title,9781035051786,shopify,9,deny,manual,550,,TRUE,FALSE,9781035051786,https://covers.openlibrary.org/b/id/15163943-L.jpg,1,Six Scorched Roses,active
