Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
last-thirteen-9-5-paperback-james-phelan-9789351036708,Last Thirteen #9: 5 [Paperback] James Phelan,"<p>Source title: Last Thirteen #9: 5 [Paperback] James Phelan</p>
<table><tr><td><strong>Author(s)</strong></td><td>James Phelan</td></tr><tr><td><strong>Publisher</strong></td><td>Scholastic India</td></tr><tr><td><strong>Published</strong></td><td>Dec 30, 2017</td></tr><tr><td><strong>Pages</strong></td><td>216</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789351036708</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789351036708' target='_blank'>Open Library</a></td></tr></table>",Scholastic India,Media > Books,Books,"English, Paper Back, James Phelan",TRUE,Title,Default Title,9789351036708,shopify,15,deny,manual,399,,TRUE,FALSE,9789351036708,https://covers.openlibrary.org/b/id/11438002-L.jpg,1,Last Thirteen #9: 5 [Paperback] James Phelan,active
goosebumps-the-movie-monster-survival-guide-9789351039778,GOOSEBUMPS THE MOVIE: MONSTER SURVIVAL GUIDE,"<p>BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.</p>
<table><tr><td><strong>Author(s)</strong></td><td>SUSAN LURIE</td></tr><tr><td><strong>Publisher</strong></td><td>SCHOLASTIC INC</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789351039778</td></tr></table>",SCHOLASTIC INC,Media > Books,Books,"English, Paper Back, SUSAN LURIE",TRUE,Title,Default Title,9789351039778,shopify,9,deny,manual,399,,TRUE,FALSE,9789351039778,https://images.isbndb.com/covers/11894353485517.jpg,1,GOOSEBUMPS THE MOVIE: MONSTER SURVIVAL GUIDE,active
the-adventures-of-tintin-the-complete-set-9781405278454,The Adventures of Tintin: The Complete Set,"<p>Source title: Adventures of Tintin Complete Set (The Adventures of Tintin - Compact Editions)</p>
<table><tr><td><strong>Author(s)</strong></td><td>Hergé</td></tr><tr><td><strong>Publisher</strong></td><td>Egmont Books</td></tr><tr><td><strong>Published</strong></td><td>2015</td></tr><tr><td><strong>Format</strong></td><td>Hard Bound</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781405278454</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781405278454' target='_blank'>Open Library</a></td></tr></table>",Egmont Books,Media > Books,Books,"English, Hard Bound, Hergé, Tintin (fictitious character), fiction, Cartoons and comics, Children's fiction, Literature",TRUE,Title,Default Title,9781405278454,shopify,94,deny,manual,13999,,TRUE,FALSE,9781405278454,https://covers.openlibrary.org/b/id/14810519-L.jpg,1,The Adventures of Tintin: The Complete Set,active
captain-underpants-and-the-sensational-saga-of-sir-stinks-a-lot-paperback-jan-01-2001-dev-pilkey-9789351030935,"Captain Underpants and the Sensational Saga of Sir Stinks-a-Lot [Paperback] [Jan 01, 2001] DEV PILKEY","<table><tr><td><strong>Author(s)</strong></td><td>Dav Pilkey</td></tr><tr><td><strong>Publisher</strong></td><td>Scholastic India</td></tr><tr><td><strong>Published</strong></td><td>Oct 01, 2015</td></tr><tr><td><strong>Pages</strong></td><td>208</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789351030935</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789351030935' target='_blank'>Open Library</a></td></tr></table>",Scholastic India,Media > Books,Books,"English, Paper Back, Dav Pilkey, Humorous stories, Spanish language materials, Brainwashing, Fiction, Captain Underpants (Fictitious character), Inventions, Schools, Supervillains, Superheroes, Elementary schools",TRUE,Title,Default Title,9789351030935,shopify,31,deny,manual,350,,TRUE,FALSE,9789351030935,https://covers.openlibrary.org/b/id/10110180-L.jpg,1,"Captain Underpants and the Sensational Saga of Sir Stinks-a-Lot [Paperback] [Jan 01, 2001] DEV PILKEY",active
simple-first-words-let-s-talk-9780312514211,SIMPLE FIRST WORDS LET'S TALK,"<p>Dari penulis buku anak-anak terlaris Roger Priddy hadir Kata-Kata Pertama Sederhana Mari Bicara. Sekarang dengan audio yang lebih jernih! Dengan menekan tombol dan mencocokkan suara dengan gambar berulang kali, anak-anak akan dengan cepat dan mudah mempelajari kata-kata pertama yang sederhana dan mengembangkan ucapan mereka. Cara hebat dan menyenangkan untuk meningkatkan kosakata dan keterampilan motorik anak Anda. Saya membeli ini untuk cucu saya yang berusia 9 bulan, dan dia sangat menyukainya. Suaranya bagus, dan tombolnya lebih mudah ditekan daripada beberapa buku suara lainnya.-Ulasan. Buku ini luar biasa! Anak saya mempelajari kata ketiganya yang merupakan mobil dari buku ini! Buku ini bermanfaat untuk mengajari anak berbicara. Saya suka gambar-gambar besar yang menawan bersama dengan suaranya. Terima kasih.-Ulasan. Buku yang bagus. Lebih besar dari yang diharapkan. Cucu perempuan saya yang berusia 1 tahun langsung menyukainya. Mudah baginya untuk mengambil dan membawa kami untuk membaca bersamanya. Dia tidak punya masalah membantu menekan tombol dan mulai menyalin kata-kata. Pasti akan memesan versi nomor dan warna ketika dia sedikit lebih tua.-Ulasan. Cucu saya yang berusia 2 tahun menyukai buku ini, dia mengucapkan kata-kata tetapi bukan kalimat, dan suka mengulangi kata-kata ke gambar.-Ulasan. Saya memiliki buku yang sama untuk cucu perempuan saya yang berusia 5 tahun ketika dia masih muda dan sering dilihat baterainya habis, dan itu menjadi sobek, saya hanya harus menggantinya.-Ulasan. Detail Penerbit : Priddy Books US Penulis : Roger Priddy ISBN : 9780312514211</p>
<table><tr><td><strong>Author(s)</strong></td><td>Priddy Roger</td></tr><tr><td><strong>Publisher</strong></td><td>Priddy Bicknell Books</td></tr><tr><td><strong>Format</strong></td><td>Board Book</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780312514211</td></tr></table>",Priddy Bicknell Books,Media > Books,Books,"English, Board Book, Priddy Roger",TRUE,Title,Default Title,9780312514211,shopify,8,deny,manual,999,,TRUE,FALSE,9780312514211,https://images.isbndb.com/covers/6710903482299.jpg,1,SIMPLE FIRST WORDS LET'S TALK,active
seraph-of-the-end-volume-2-vampire-reign-9781421571515,"Seraph of the End, Volume 2: Vampire Reign","<p>In a post-apocalyptic world of vampires vs. humans, Yuichiro brings vengeance upon his vampire overlords!<br><br>After trumpets of the apocalypse proclaim the fall of humanity, vampires arise from the shadows to rule the earth. Yuichiro wants just one thing—to get revenge by killing each and every vampire.<br><br>Now that Yuichiro has earned his place in the Japanese Imperial Demon Army, he prepares to undergo a fiendish test to acquire the most powerful and deadly of humanity’s weapons against vampires—Black Demon Series Cursed Gear. Meanwhile, the vampire nobility welcome a new member—Mika, the best friend Yuichiro thinks died in their escape but who has his own bitter story of survival.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Takaya Kagami</td></tr><tr><td><strong>Publisher</strong></td><td>Viz</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781421571515</td></tr></table>",Viz,Media > Books,Books,"English, Paper Back, Takaya Kagami",TRUE,Title,Default Title,9781421571515,shopify,10,deny,manual,899,,TRUE,FALSE,9781421571515,https://images.isbndb.com/covers/3396893482694.jpg,1,"Seraph of the End, Volume 2: Vampire Reign",active
geronimo-stilton-61-mouse-house-hunter-9789351030164,GERONIMO STILTON #61 MOUSE HOUSE HUNTER,"<p>BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.</p>
<table><tr><td><strong>Author(s)</strong></td><td>GERONIMO STILTON</td></tr><tr><td><strong>Publisher</strong></td><td>SCHOLASTIC INC</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789351030164</td></tr></table>",SCHOLASTIC INC,Media > Books,Books,"English, Paper Back, GERONIMO STILTON",TRUE,Title,Default Title,9789351030164,shopify,53,deny,manual,399,,TRUE,FALSE,9789351030164,https://images.isbndb.com/covers/11798213485517.jpg,1,GERONIMO STILTON #61 MOUSE HOUSE HUNTER,active
seraph-of-the-end-vol-4-vampire-reign-9781421580302,"Seraph of the End, Vol. 4: Vampire Reign","<p><b>In a post-apocalyptic world of vampires vs. humans, Yuichiro brings vengeance upon his vampire overlords!</b><br><br>The only thing standing between humans and complete slavery to vampires is their tenacity and Cursed Gear. Yuichiro has the first in droves, but to increase the amount of power he can draw from the demon inside his cursed sword, he enters a coma-like state to thin the barrier between human and demon. His power boost can come none too soon as the vampire queen reveals her plans to annihilate the human resistance. <br><br>The only thing standing between humans and complete slavery to vampires is their tenacity and Cursed Gear. Yuichiro has the first in droves, but to increase the amount of power he can draw from the demon inside his cursed sword, he enters a coma-like state to thin the barrier between human and demon. His power boost can come none too soon as</p>
<table><tr><td><strong>Author(s)</strong></td><td>Takaya Kagami</td></tr><tr><td><strong>Publisher</strong></td><td>Viz</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781421580302</td></tr></table>",Viz,Media > Books,Books,"English, Paper Back, Takaya Kagami",TRUE,Title,Default Title,9781421580302,shopify,10,deny,manual,899,,TRUE,FALSE,9781421580302,https://images.isbndb.com/covers/3484763482694.jpg,1,"Seraph of the End, Vol. 4: Vampire Reign",active
outliers-hindi-9788183226202,OUTLIERS-HINDI,"<p>आमतौर पर बेहद सफल लोगों के बारे में कोई कहानी बताई जाती है I एक ऐसी कहानी, जिसमें बुद्धिमत्ता और महत्वाकांक्षा पर ध्यान दिया जाता है I आउटलायर्स में मैल्कम ग्लैडवेल तर्क देते हैं कि सफलता की सच्ची कहानी बहुत अलग होती है और अगर हम यह समझना चाहते हैं कि कुछ लोग ही सफल क्यों होते हैं, तो हमें उनके बारे में ज़्यादा जानकारी जुटानी चाहिए - जैसे उनका परिवार, उनका जन्म स्थान या उनके जन्म की तिथि I सफलता की कहानी शुरुआत में जितनी नज़र आती है, उससे कहीं ज़्यादा जटिल और बेहद रोचक होती है I आउटलायर्स बताती है कि बीटल्स और बिल गेट्स में क्या समानता है. गणित में एशिया के लोगों की असाधारण सफलता का क्या कारण है, शीर्ष खिलाड़ियों की जीत के पीछे कौन-सी बातें छिपी हैं, न्यू यॉर्क के सभी शीर्ष वकीलों के बायोडाटा एक जैसे क्यों नहीं सुना I यह सब पीढ़ी, परिवार, संस्कृति और सामाजिक वर्गों के संदर्भ में समझाया गया है I ग्लैडवेल कहते हैं कि अगर आप सिलिकॉन वैली के अरबपति बनाना चाहते हैं, तो यह मायने रखता है कि आप किस साल पैदा हुए थे I आउटलायर्स (वे लोग जिनकी उपलब्धियाँ सामान्य से अधिक होती हैं) एक विचित्र और अप्रत्याशित तर्क का अनुसरण करते हैं, और उस तर्क को स्पष्ट करते हुए ग्लैडवेल मानव क्षमता को अधिकतम बनाने का एक रोचक व विचारोत्तेजक नक्शा प्रदान कर रहे हैं I</p>
<table><tr><td><strong>Author(s)</strong></td><td>MALCOLM GLADWELL</td></tr><tr><td><strong>Publisher</strong></td><td>MANJUL PUBLISHING HOUSE</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>Hindi</td></tr><tr><td><strong>ISBN</strong></td><td>9788183226202</td></tr></table>",MANJUL PUBLISHING HOUSE,Media > Books,Books,"Hindi, Paper Back, MALCOLM GLADWELL",TRUE,Title,Default Title,9788183226202,shopify,2,deny,manual,399,,TRUE,FALSE,9788183226202,https://images.isbndb.com/covers/17447233485101.jpg,1,OUTLIERS-HINDI,active
dragon-ball-3-in-1-edition-a-compilation-of-the-graphic-novel-volumes-19-21-9781421564722,Dragon Ball: 3-in-1 edition : a compilation of the graphic novel volumes 19-21,"<p>""First published in Japan in 1984 by Shueisha Inc., Tokyo""--Colophon.Reads from right to left in the traditional Japanese format.Title from colophon.YA Childrens Plus, Inc.</p>
<table><tr><td><strong>Author(s)</strong></td><td>鳥山 明 [Akira Toriyama]</td></tr><tr><td><strong>Publisher</strong></td><td>Viz Media, VIZ Media LLC</td></tr><tr><td><strong>Published</strong></td><td>2014</td></tr><tr><td><strong>Pages</strong></td><td>519</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781421564722</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781421564722' target='_blank'>Open Library</a></td></tr></table>","Viz Media, VIZ Media LLC",Media > Books,Books,"English, Paper Back, 鳥山 明 [Akira Toriyama], Space warfare, Martial artists, Martial arts, Translations into English, Quests (Expeditions), Comic books, strips, Comics & graphic novels, fantasy",TRUE,Title,Default Title,9781421564722,shopify,10,deny,manual,1299,,TRUE,FALSE,9781421564722,https://images.isbndb.com/covers/3328963482694.jpg,1,Dragon Ball: 3-in-1 edition : a compilation of the graphic novel volumes 19-21,active
