Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
how-to-be-drawn-9780143126881,How to be drawn,<table><tr><td><strong>Author(s)</strong></td><td>Terrance Hayes</td></tr><tr><td><strong>Publisher</strong></td><td>Penguin Books</td></tr><tr><td><strong>Published</strong></td><td>2015</td></tr><tr><td><strong>Pages</strong></td><td>99</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780143126881</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780143126881' target='_blank'>Open Library</a></td></tr></table>,Penguin Books,Media > Books,Books,"English, Paper Back, Terrance Hayes, Poetry, American poetry, African American authors, Poetry (poetic works by one author)",TRUE,Title,Default Title,9780143126881,shopify,1,deny,manual,1499,,TRUE,FALSE,9780143126881,https://covers.openlibrary.org/b/id/12811944-L.jpg,1,How to be drawn,active
101-color-by-numbers-fun-activity-book-for-children-9789389432893,101 Color By Numbers: Fun Activity Book For Children,<table><tr><td><strong>Author(s)</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Publisher</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789389432893</td></tr></table>,Wonder House Books,Media > Books,Books,"English, Paper Back, Wonder House Books",TRUE,Title,Default Title,9789389432893,shopify,200,deny,manual,299,,TRUE,FALSE,9789389432893,https://covers.openlibrary.org/b/isbn/9789389432893-L.jpg,1,101 Color By Numbers: Fun Activity Book For Children,active
family-s-heartbreak-9780008270919,Family's Heartbreak,"<table><tr><td><strong>Author(s)</strong></td><td>Kitty Neale</td></tr><tr><td><strong>Publisher</strong></td><td>HarperCollins Publishers Limited, Avon</td></tr><tr><td><strong>Published</strong></td><td>2019</td></tr><tr><td><strong>Pages</strong></td><td>432</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780008270919</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780008270919' target='_blank'>Open Library</a></td></tr></table>","HarperCollins Publishers Limited, Avon",Media > Books,Books,"English, Paper Back, Kitty Neale, English literature",TRUE,Title,Default Title,9780008270919,shopify,1,deny,manual,399,,TRUE,FALSE,9780008270919,https://covers.openlibrary.org/b/isbn/9780008270919-L.jpg,1,Family's Heartbreak,active
my-first-pop-up-fairy-tales-the-ugly-duckling-pop-up-books-for-children-9789389567410,My First Pop Up Fairy Tales - The Ugly Duckling : Pop up Books for children,<table><tr><td><strong>Author(s)</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Publisher</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Format</strong></td><td>Hard Cover</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789389567410</td></tr></table>,Wonder House Books,Media > Books,Books,"English, Hard Cover, Wonder House Books",TRUE,Title,Default Title,9789389567410,shopify,200,deny,manual,249,,TRUE,FALSE,9789389567410,https://covers.openlibrary.org/b/isbn/9789389567410-L.jpg,1,My First Pop Up Fairy Tales - The Ugly Duckling : Pop up Books for children,active
lonely-planet-seattle-6-9781742201368,Lonely Planet Seattle 6,<table><tr><td><strong>Author(s)</strong></td><td>LP</td></tr><tr><td><strong>Publisher</strong></td><td>Harper</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781742201368</td></tr></table>,Harper,Media > Books,Books,"English, Paper Back, LP",TRUE,Title,Default Title,9781742201368,shopify,1,deny,manual,1979,,TRUE,FALSE,9781742201368,https://covers.openlibrary.org/b/isbn/9781742201368-L.jpg,1,Lonely Planet Seattle 6,active
jungle-book-illustrated-abridged-children-classics-english-novel-with-review-questions-9789390093045,Jungle Book: Illustrated Abridged Children Classics English Novel with Review Questions,<table><tr><td><strong>Author(s)</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Publisher</strong></td><td>Prakash Book Depot</td></tr><tr><td><strong>Published</strong></td><td>2020</td></tr><tr><td><strong>Format</strong></td><td>Hard Cover</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789390093045</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789390093045' target='_blank'>Open Library</a></td></tr></table>,Prakash Book Depot,Media > Books,Books,"English, Hard Cover, Wonder House Books",TRUE,Title,Default Title,9789390093045,shopify,67,deny,manual,299,,TRUE,FALSE,9789390093045,https://covers.openlibrary.org/b/isbn/9789390093045-L.jpg,1,Jungle Book: Illustrated Abridged Children Classics English Novel with Review Questions,active
the-story-of-doctor-dolittle-classics-9789390093984,The Story of Doctor Dolittle - Classics,<table><tr><td><strong>Author(s)</strong></td><td>HUGH LOFTING</td></tr><tr><td><strong>Publisher</strong></td><td>Fingerprint Publishing</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789390093984</td></tr></table>,Fingerprint Publishing,Media > Books,Books,"English, Paper Back, HUGH LOFTING",TRUE,Title,Default Title,9789390093984,shopify,200,deny,manual,199,,TRUE,FALSE,9789390093984,https://covers.openlibrary.org/b/isbn/9789390093984-L.jpg,1,The Story of Doctor Dolittle - Classics,active
panchatantra-ki-laghu-kathayen-volume-4-9789390183067,Panchatantra Ki Laghu Kathayen: Volume 4,<table><tr><td><strong>Author(s)</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Publisher</strong></td><td>Prakash Book Depot</td></tr><tr><td><strong>Published</strong></td><td>2020</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>Hindi</td></tr><tr><td><strong>ISBN</strong></td><td>9789390183067</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789390183067' target='_blank'>Open Library</a></td></tr></table>,Prakash Book Depot,Media > Books,Books,"Hindi, Paper Back, Wonder House Books",TRUE,Title,Default Title,9789390183067,shopify,9,deny,manual,49,,TRUE,FALSE,9789390183067,https://covers.openlibrary.org/b/isbn/9789390183067-L.jpg,1,Panchatantra Ki Laghu Kathayen: Volume 4,active
the-book-you-wish-your-parents-had-read-and-your-children-will-be-glad-that-you-did-the-1-sunday-times-bestseller-9780241251027,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did): The #1 Sunday Times Bestseller,"<table><tr><td><strong>Author(s)</strong></td><td>Philippa Perry</td></tr><tr><td><strong>Publisher</strong></td><td>Penguin Books, Limited</td></tr><tr><td><strong>Published</strong></td><td>2020</td></tr><tr><td><strong>Pages</strong></td><td>272</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780241251027</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780241251027' target='_blank'>Open Library</a></td></tr></table>","Penguin Books, Limited",Media > Books,Books,"English, Paper Back, Philippa Perry, Parenting, Parent and child, Sociology, Psychology",TRUE,Title,Default Title,9780241251027,shopify,1,deny,manual,699,,TRUE,FALSE,9780241251027,https://covers.openlibrary.org/b/id/14602639-L.jpg,1,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did): The #1 Sunday Times Bestseller,active
twelve-years-a-slave-9780486789620,Twelve Years a Slave,"<table><tr><td><strong>Author(s)</strong></td><td>NORTHUP, SOLOMON</td></tr><tr><td><strong>Publisher</strong></td><td>HARPER COLLINS</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780486789620</td></tr></table>",HARPER COLLINS,Media > Books,Books,"English, Paper Back, NORTHUP, SOLOMON",TRUE,Title,Default Title,9780486789620,shopify,1,deny,manual,335,,TRUE,FALSE,9780486789620,https://covers.openlibrary.org/b/isbn/9780486789620-L.jpg,1,Twelve Years a Slave,active
the-liberalization-story-9780670089789,THE LIBERALIZATION STORY,<table><tr><td><strong>Author(s)</strong></td><td>Nikhil Prasad Ojha and Sundeep Khanna (Eds)</td></tr><tr><td><strong>Publisher</strong></td><td>PORTFOLIO</td></tr><tr><td><strong>Format</strong></td><td>Hard Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780670089789</td></tr></table>,PORTFOLIO,Media > Books,Books,"English, Hard Back, Nikhil Prasad Ojha and Sundeep Khanna (Eds)",TRUE,Title,Default Title,9780670089789,shopify,1,deny,manual,699,,TRUE,FALSE,9780670089789,https://covers.openlibrary.org/b/isbn/9780670089789-L.jpg,1,THE LIBERALIZATION STORY,active
