Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
mom-i-want-to-hear-your-story-expanded-edition-9781464272332,"MOM, I WANT TO HEAR YOUR STORY (EXPANDED EDITION)","<table><tr><td><strong>Author(s)</strong></td><td>MASON, JEFFREY</td></tr><tr><td><strong>Publisher</strong></td><td>CALLISTO SOURCEBOOKS</td></tr><tr><td><strong>Format</strong></td><td>Trade Paperback</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781464272332</td></tr></table>",CALLISTO SOURCEBOOKS,Media > Books,Books,"English, Trade Paperback, MASON, JEFFREY",TRUE,Title,Default Title,9781464272332,shopify,2,deny,manual,499,,TRUE,FALSE,9781464272332,https://covers.openlibrary.org/b/isbn/9781464272332-L.jpg,1,"MOM, I WANT TO HEAR YOUR STORY (EXPANDED EDITION)",active
carthage-9781529911688,Carthage,"<table><tr><td><strong>Author(s)</strong></td><td>Sandra Bingham, Eve MacDonald</td></tr><tr><td><strong>Publisher</strong></td><td>Ebury Publishing</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>416</td></tr><tr><td><strong>Format</strong></td><td>Trade Paperback</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781529911688</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781529911688' target='_blank'>Open Library</a></td></tr></table>",Ebury Publishing,Media > Books,Books,"English, Trade Paperback, Sandra Bingham, Eve MacDonald, Excavations (Archaeology), Ancient Rome, Classical Greek & Roman archaeology, Classical history, classical civilisation, Antiquities",TRUE,Title,Default Title,9781529911688,shopify,1,deny,manual,1199,,TRUE,FALSE,9781529911688,https://covers.openlibrary.org/b/isbn/9781529911688-L.jpg,1,Carthage,active
my-friend-arjun-9789365470468,MY FRIEND ARJUN,<table><tr><td><strong>Author(s)</strong></td><td>Ami Ganatra</td></tr><tr><td><strong>Publisher</strong></td><td>Occam</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789365470468</td></tr></table>,Occam,Media > Books,Books,"English, Paper Back, Ami Ganatra",TRUE,Title,Default Title,9789365470468,shopify,7,deny,manual,299,,TRUE,FALSE,9789365470468,https://covers.openlibrary.org/b/isbn/9789365470468-L.jpg,1,MY FRIEND ARJUN,active
bordergrams-80-secret-spy-connections-puzzles-9781805226147,Bordergrams: 80 Secret Spy Connections Puzzles,"<table><tr><td><strong>Author(s)</strong></td><td>G. T. Karber, Daniel Donohue, Dani Messerschmidt, Amin Osman</td></tr><tr><td><strong>Publisher</strong></td><td>Souvenir Press Limited</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>320</td></tr><tr><td><strong>Format</strong></td><td>Trade Paperback</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781805226147</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781805226147' target='_blank'>Open Library</a></td></tr></table>",Souvenir Press Limited,Media > Books,Books,"English, Trade Paperback, G. T. Karber, Daniel Donohue, Dani Messerschmidt, Amin Osman",TRUE,Title,Default Title,9781805226147,shopify,8,deny,manual,499,,TRUE,FALSE,9781805226147,https://covers.openlibrary.org/b/isbn/9781805226147-L.jpg,1,Bordergrams: 80 Secret Spy Connections Puzzles,active
final-exam-9781529956757,Final Exam,<table><tr><td><strong>Author(s)</strong></td><td>Julio Cortázar</td></tr><tr><td><strong>Publisher</strong></td><td>Penguin Random House</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>256</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781529956757</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781529956757' target='_blank'>Open Library</a></td></tr></table>,Penguin Random House,Media > Books,Books,"English, Paper Back, Julio Cortázar, Spanish language books, Spanish fiction, Fiction, general, College students, Fiction",TRUE,Title,Default Title,9781529956757,shopify,1,deny,manual,799,,TRUE,FALSE,9781529956757,https://covers.openlibrary.org/b/isbn/9781529956757-L.jpg,1,Final Exam,active
friedel-and-gina-9780241675519,Friedel and Gina,"<table><tr><td><strong>Author(s)</strong></td><td>Jeremy Dronfield</td></tr><tr><td><strong>Publisher</strong></td><td>Penguin Books, Limited</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>368</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780241675519</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780241675519' target='_blank'>Open Library</a></td></tr></table>","Penguin Books, Limited",Media > Books,Books,"English, Paper Back, Jeremy Dronfield",TRUE,Title,Default Title,9780241675519,shopify,6,deny,manual,499,,TRUE,FALSE,9780241675519,https://covers.openlibrary.org/b/isbn/9780241675519-L.jpg,1,Friedel and Gina,active
how-to-build-a-planet-9780241623268,HOW TO BUILD A PLANET,<table><tr><td><strong>Author(s)</strong></td><td>BUTTERFIELD MOIRA</td></tr><tr><td><strong>Publisher</strong></td><td>Ladybird PRH UK</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780241623268</td></tr></table>,Ladybird PRH UK,Media > Books,Books,"English, Paper Back, BUTTERFIELD MOIRA",TRUE,Title,Default Title,9780241623268,shopify,11,deny,manual,550,,TRUE,FALSE,9780241623268,https://covers.openlibrary.org/b/isbn/9780241623268-L.jpg,1,HOW TO BUILD A PLANET,active
it-doesn-t-have-to-hurt-your-smart-guide-to-a-pain-free-life-9781035435890,IT DOESN'T HAVE TO HURT: YOUR SMART GUIDE TO A PAIN-FREE LIFE,<table><tr><td><strong>Author(s)</strong></td><td>Dr Sanjay Gupta</td></tr><tr><td><strong>Publisher</strong></td><td>HEADLINE HOME HEADLINE PUBLISHING GROUP</td></tr><tr><td><strong>Format</strong></td><td>Trade Paperback</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035435890</td></tr></table>,HEADLINE HOME HEADLINE PUBLISHING GROUP,Media > Books,Books,"English, Trade Paperback, Dr Sanjay Gupta",TRUE,Title,Default Title,9781035435890,shopify,14,deny,manual,799,,TRUE,FALSE,9781035435890,https://covers.openlibrary.org/b/isbn/9781035435890-L.jpg,1,IT DOESN'T HAVE TO HURT: YOUR SMART GUIDE TO A PAIN-FREE LIFE,active
the-secret-life-of-captain-scowl-9789359546957,THE SECRET LIFE OF CAPTAIN SCOWL,<table><tr><td><strong>Author(s)</strong></td><td>Devika Anand Gupta</td></tr><tr><td><strong>Publisher</strong></td><td>SCHOLASTIC INDIA</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789359546957</td></tr></table>,SCHOLASTIC INDIA,Media > Books,Books,"English, Paper Back, Devika Anand Gupta",TRUE,Title,Default Title,9789359546957,shopify,10,deny,manual,299,,TRUE,FALSE,9789359546957,https://covers.openlibrary.org/b/isbn/9789359546957-L.jpg,1,THE SECRET LIFE OF CAPTAIN SCOWL,active
and-yet-you-shine-the-kohinoor-diamond-colonization-and-resistance-9789359542188,"AND YET YOU SHINE: THE KOHINOOR DIAMOND, COLONIZATION, AND RESISTANCE",<table><tr><td><strong>Author(s)</strong></td><td>Supriya Kelkar</td></tr><tr><td><strong>Publisher</strong></td><td>SCHOLASTIC INDIA</td></tr><tr><td><strong>Format</strong></td><td>Hard Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789359542188</td></tr></table>,SCHOLASTIC INDIA,Media > Books,Books,"English, Hard Back, Supriya Kelkar",TRUE,Title,Default Title,9789359542188,shopify,5,deny,manual,699,,TRUE,FALSE,9789359542188,https://covers.openlibrary.org/b/isbn/9789359542188-L.jpg,1,"AND YET YOU SHINE: THE KOHINOOR DIAMOND, COLONIZATION, AND RESISTANCE",active
