Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
aseem-prem-ki-aur-majbut-rishte-banae-9788195041558,Aseem Prem ki Aur: Majbut Rishte Banae,"<table><tr><td><strong>Author(s)</strong></td><td>Manjul</td></tr><tr><td><strong>Publisher</strong></td><td>HINDI</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Sister Shivani,Suresh Oberoi</td></tr><tr><td><strong>ISBN</strong></td><td>9788195041558</td></tr></table>",HINDI,Media > Books,Books,"Sister Shivani,Suresh Oberoi, Inr, Manjul",TRUE,Title,Default Title,9788195041558,shopify,1,deny,manual,450,,TRUE,FALSE,9788195041558,https://covers.openlibrary.org/b/isbn/9788195041558-L.jpg,1,Aseem Prem ki Aur: Majbut Rishte Banae,active
happy-money-9781473684157,Happy Money,<table><tr><td><strong>Author(s)</strong></td><td>John Murray Learning</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Ken Honda</td></tr><tr><td><strong>ISBN</strong></td><td>9781473684157</td></tr></table>,ENGLISH,Media > Books,Books,"Ken Honda, Inr, John Murray Learning",TRUE,Title,Default Title,9781473684157,shopify,79,deny,manual,499,,TRUE,FALSE,9781473684157,https://covers.openlibrary.org/b/isbn/9781473684157-L.jpg,1,Happy Money,active
my-first-copy-colouring-book-9789353766252,My First Copy Colouring Book,<table><tr><td><strong>Author(s)</strong></td><td>om Books</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Om Books</td></tr><tr><td><strong>ISBN</strong></td><td>9789353766252</td></tr></table>,ENGLISH,Media > Books,Books,"Om Books, Inr, om Books",TRUE,Title,Default Title,9789353766252,shopify,2,deny,manual,89,,TRUE,FALSE,9789353766252,https://covers.openlibrary.org/b/isbn/9789353766252-L.jpg,1,My First Copy Colouring Book,active
hbr-guide-to-remote-work-9781647820527,HBR Guide to Remote Work,"<table><tr><td><strong>Author(s)</strong></td><td>HARVARD BUSINESS REVIEW PRESS</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Review, Harvard Business</td></tr><tr><td><strong>ISBN</strong></td><td>9781647820527</td></tr></table>",ENGLISH,Media > Books,Books,"Review, Harvard Business, Inr, HARVARD BUSINESS REVIEW PRESS",TRUE,Title,Default Title,9781647820527,shopify,1,deny,manual,750,,TRUE,FALSE,9781647820527,https://covers.openlibrary.org/b/isbn/9781647820527-L.jpg,1,HBR Guide to Remote Work,active
american-dirt-9781472261403,American Dirt,<table><tr><td><strong>Author(s)</strong></td><td>Jeanine Cummins</td></tr><tr><td><strong>Publisher</strong></td><td>Headline Publishing Group</td></tr><tr><td><strong>Published</strong></td><td>2021</td></tr><tr><td><strong>Pages</strong></td><td>480</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Jeanine Cummins</td></tr><tr><td><strong>ISBN</strong></td><td>9781472261403</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781472261403' target='_blank'>Open Library</a></td></tr></table>,Headline Publishing Group,Media > Books,Books,"Jeanine Cummins, Inr, Jeanine Cummins, Fiction, Hispanic American Literature and Fiction, Mother and child, fiction, Mexico, fiction, Crime, fiction, Fiction, cultural heritage, American literature, nyt:combined-print-and-e-book-fiction=2020-02-09, New York Times bestseller, New York Times reviewed",TRUE,Title,Default Title,9781472261403,shopify,49,deny,manual,699,,TRUE,FALSE,9781472261403,https://covers.openlibrary.org/b/isbn/9781472261403-L.jpg,1,American Dirt,active
gin-the-manual-9781784726638,Gin the Manual,<table><tr><td><strong>Author(s)</strong></td><td>Octopus Publishing Group</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Dave Broom</td></tr><tr><td><strong>ISBN</strong></td><td>9781784726638</td></tr></table>,ENGLISH,Media > Books,Books,"Dave Broom, Inr, Octopus Publishing Group",TRUE,Title,Default Title,9781784726638,shopify,1,deny,manual,999,,TRUE,FALSE,9781784726638,https://covers.openlibrary.org/b/isbn/9781784726638-L.jpg,1,Gin the Manual,active
claudia-and-the-new-girl-the-baby-sitters-club-graphic-novel-9-9789390590216,Claudia And The New Girl (The Baby-Sitters Club Graphic Novel #9),<table><tr><td><strong>Author(s)</strong></td><td>SCHOLASTIC INC</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Ann M Martin</td></tr><tr><td><strong>ISBN</strong></td><td>9789390590216</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789390590216' target='_blank'>Open Library</a></td></tr></table>,ENGLISH,Media > Books,Books,"Ann M Martin, Inr, SCHOLASTIC INC",TRUE,Title,Default Title,9789390590216,shopify,16,deny,manual,650,,TRUE,FALSE,9789390590216,https://covers.openlibrary.org/b/isbn/9789390590216-L.jpg,1,Claudia And The New Girl (The Baby-Sitters Club Graphic Novel #9),active
teeny-weeny-genie-9781509843596,Teeny Weeny Genie,"<table><tr><td><strong>Author(s)</strong></td><td>Julia Donaldson, Anna Currey</td></tr><tr><td><strong>Publisher</strong></td><td>Pan Macmillan</td></tr><tr><td><strong>Published</strong></td><td>2021</td></tr><tr><td><strong>Pages</strong></td><td>32</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Julia Donaldson</td></tr><tr><td><strong>ISBN</strong></td><td>9781509843596</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781509843596' target='_blank'>Open Library</a></td></tr></table>",Pan Macmillan,Media > Books,Books,"Julia Donaldson, Inr, Julia Donaldson, Anna Currey",TRUE,Title,Default Title,9781509843596,shopify,2,deny,manual,499,,TRUE,FALSE,9781509843596,https://covers.openlibrary.org/b/isbn/9781509843596-L.jpg,1,Teeny Weeny Genie,active
the-new-chardonnay-9781984826244,The New Chardonnay,"<table><tr><td><strong>Author(s)</strong></td><td>Currency</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Cabot, Heather</td></tr><tr><td><strong>ISBN</strong></td><td>9781984826244</td></tr></table>",ENGLISH,Media > Books,Books,"Cabot, Heather, Inr, Currency",TRUE,Title,Default Title,9781984826244,shopify,2,deny,manual,799,,TRUE,FALSE,9781984826244,https://covers.openlibrary.org/b/isbn/9781984826244-L.jpg,1,The New Chardonnay,active
eerie-elementary-8-the-hall-monitors-are-fired-a-branches-book-9789390590223,Eerie Elementary #8: The Hall Monitors Are Fired!: A Branches Book,<table><tr><td><strong>Author(s)</strong></td><td>SCHOLASTIC INC</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Jack Chabert</td></tr><tr><td><strong>ISBN</strong></td><td>9789390590223</td></tr></table>,ENGLISH,Media > Books,Books,"Jack Chabert, Inr, SCHOLASTIC INC",TRUE,Title,Default Title,9789390590223,shopify,1,deny,manual,299,,TRUE,FALSE,9789390590223,https://covers.openlibrary.org/b/isbn/9789390590223-L.jpg,1,Eerie Elementary #8: The Hall Monitors Are Fired!: A Branches Book,active
