Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
one-out-of-two-9781555977245,One Out of Two,"<table><tr><td><strong>Author(s)</strong></td><td>Sada, Daniel</td></tr><tr><td><strong>Publisher</strong></td><td>Graywolf Press</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781555977245</td></tr></table>",Graywolf Press,Media > Books,Books,"English, Paper Back, Sada, Daniel",TRUE,Title,Default Title,9781555977245,shopify,1,deny,manual,520,,TRUE,FALSE,9781555977245,https://covers.openlibrary.org/b/isbn/9781555977245-L.jpg,1,One Out of Two,active
bootstrap-leadership-9781605093451,Bootstrap Leadership,"<table><tr><td><strong>Author(s)</strong></td><td>Arneson, Steve</td></tr><tr><td><strong>Publisher</strong></td><td>PB</td></tr><tr><td><strong>Format</strong></td><td>Berrett-Koehler Publishers</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781605093451</td></tr></table>",PB,Media > Books,Books,"English, Berrett-Koehler Publishers, Arneson, Steve",TRUE,Title,Default Title,9781605093451,shopify,1,deny,manual,710,,TRUE,FALSE,9781605093451,https://covers.openlibrary.org/b/isbn/9781605093451-L.jpg,1,Bootstrap Leadership,active
women-s-institute-vintage-teatime-9780857208590,Women's Institute: Vintage Teatime,<table><tr><td><strong>Author(s)</strong></td><td>NONE</td></tr><tr><td><strong>Publisher</strong></td><td>SIMON & SCHUSTER</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780857208590</td></tr></table>,SIMON & SCHUSTER,Media > Books,Books,"English, Paper Back, NONE",TRUE,Title,Default Title,9780857208590,shopify,1,deny,manual,520,,TRUE,FALSE,9780857208590,https://covers.openlibrary.org/b/isbn/9780857208590-L.jpg,1,Women's Institute: Vintage Teatime,active
queer-eye-for-the-straight-guy-the-fab-5-s-guide-to-looking-better-cooking-better-dressing-better-behaving-better-and-living-better-9781400054466,"Queer eye for the straight guy: the fab 5's guide to looking better, cooking better, dressing better, behaving better, and living better","<p>Includes index.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Ted Allen, Kyan Douglas, Thom Filicia, Carson Kressley, Jai Rodriguez</td></tr><tr><td><strong>Publisher</strong></td><td>Clarkson Potter/Publishers</td></tr><tr><td><strong>Published</strong></td><td>2004</td></tr><tr><td><strong>Pages</strong></td><td>256</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781400054466</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781400054466' target='_blank'>Open Library</a></td></tr></table>",Clarkson Potter/Publishers,Media > Books,Books,"English, Paper Back, Ted Allen, Kyan Douglas, Thom Filicia, Carson Kressley, Jai Rodriguez, Men, Conduct of life, Health, Fitness, Fashion & Grooming, Health & Fitness, Personal Growth - General, Beauty & Grooming - General, Self-Help, General, LGBTQ film and television, Grooming for men",TRUE,Title,Default Title,9781400054466,shopify,1,deny,manual,360,,TRUE,FALSE,9781400054466,https://covers.openlibrary.org/b/id/6821734-L.jpg,1,"Queer eye for the straight guy: the fab 5's guide to looking better, cooking better, dressing better, behaving better, and living better",active
everyday-detox-100-easy-recipes-to-remove-toxins-promote-gut-health-and-lose-weight-naturally-9781607747222,"Everyday detox: 100 easy recipes to remove toxins, promote gut health, and lose weight naturally","<p>Includes bibliographical references (page 189) and index.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Megan Gilmore</td></tr><tr><td><strong>Publisher</strong></td><td>Ten Speed Pr</td></tr><tr><td><strong>Published</strong></td><td>2015</td></tr><tr><td><strong>Pages</strong></td><td>195</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781607747222</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781607747222' target='_blank'>Open Library</a></td></tr></table>",Ten Speed Pr,Media > Books,Books,"English, Paper Back, Megan Gilmore, Detoxification (Health), Self-care, Health, Popular works, Recipes, Weight loss, Detoxification (health), Self-care, health",TRUE,Title,Default Title,9781607747222,shopify,1,deny,manual,1660,,TRUE,FALSE,9781607747222,https://covers.openlibrary.org/b/id/12186446-L.jpg,1,"Everyday detox: 100 easy recipes to remove toxins, promote gut health, and lose weight naturally",active
aperitivo-drinks-and-snacks-for-the-dolce-vita-9781784723101,Aperitivo: Drinks and snacks for the Dolce Vita,"<p>Source title: Aperitivo: Drinks and snacks for the Dolce Vita</p>
<table><tr><td><strong>Author(s)</strong></td><td>Kay Plunkett-Hogge</td></tr><tr><td><strong>Publisher</strong></td><td>Mitchell Beazley</td></tr><tr><td><strong>Published</strong></td><td>Sep 05, 2017</td></tr><tr><td><strong>Pages</strong></td><td>224</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781784723101</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781784723101' target='_blank'>Open Library</a></td></tr></table>",Mitchell Beazley,Media > Books,Books,"English, Paper Back, Kay Plunkett-Hogge",TRUE,Title,Default Title,9781784723101,shopify,1,deny,manual,910,,TRUE,FALSE,9781784723101,https://covers.openlibrary.org/b/id/10533761-L.jpg,1,Aperitivo: Drinks and snacks for the Dolce Vita,active
my-big-boy-undies-9780448457055,My big boy undies,"<p>On board pages.Cover title.""Good-bye, diapers! Hello undies!""--P. [4] of cover.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Karen Katz</td></tr><tr><td><strong>Publisher</strong></td><td>Grosset & Dunlap</td></tr><tr><td><strong>Published</strong></td><td>2012</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780448457055</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780448457055' target='_blank'>Open Library</a></td></tr></table>",Grosset & Dunlap,Media > Books,Books,"English, Paper Back, Karen Katz, Boys, Underwear, Toddlers, Board books, Juvenile fiction, Children's fiction, Boys, fiction, Toy and movable books",TRUE,Title,Default Title,9780448457055,shopify,1,deny,manual,520,,TRUE,FALSE,9780448457055,https://covers.openlibrary.org/b/id/9479001-L.jpg,1,My big boy undies,active
walker-readers-little-stupendo-flies-high-9781406378719,Walker Readers: Little Stupendo Flies High,<table><tr><td><strong>Author(s)</strong></td><td>Jon Blake</td></tr><tr><td><strong>Publisher</strong></td><td>WALKER BOOKS</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781406378719</td></tr></table>,WALKER BOOKS,Media > Books,Books,"English, Paper Back, Jon Blake",TRUE,Title,Default Title,9781406378719,shopify,2,deny,manual,260,,TRUE,FALSE,9781406378719,https://covers.openlibrary.org/b/isbn/9781406378719-L.jpg,1,Walker Readers: Little Stupendo Flies High,active
history-of-brazil-9781403962553,History of Brazil,<table><tr><td><strong>Author(s)</strong></td><td>Robert M. Levine</td></tr><tr><td><strong>Publisher</strong></td><td>Palgrave USA</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781403962553</td></tr></table>,Palgrave USA,Media > Books,Books,"English, Paper Back, Robert M. Levine",TRUE,Title,Default Title,9781403962553,shopify,1,deny,manual,940,,TRUE,FALSE,9781403962553,https://covers.openlibrary.org/b/isbn/9781403962553-L.jpg,1,History of Brazil,active
the-charles-f-stanley-life-principles-large-print-bible-2773-rich-black-leathersoft-9781418547028,The Charles F. Stanley Life Principles Large Print Bible (2773-Rich Black Leathersoft),"<table><tr><td><strong>Author(s)</strong></td><td>Stanley, Charles F.</td></tr><tr><td><strong>Publisher</strong></td><td>Thomas Nelson</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781418547028</td></tr></table>",Thomas Nelson,Media > Books,Books,"English, Paper Back, Stanley, Charles F.",TRUE,Title,Default Title,9781418547028,shopify,1,deny,manual,6450,,TRUE,FALSE,9781418547028,https://covers.openlibrary.org/b/isbn/9781418547028-L.jpg,1,The Charles F. Stanley Life Principles Large Print Bible (2773-Rich Black Leathersoft),active
