Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
harvard-business-review-managers-handbook-9781633691247,HARVARD BUSINESS REVIEW: MANAGERS HANDBOOK,<table><tr><td><strong>Author(s)</strong></td><td>HARVARD BUSINESS REVIEW PRESS</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Harvard Business Review</td></tr><tr><td><strong>ISBN</strong></td><td>9781633691247</td></tr></table>,ENGLISH,Media > Books,Books,"Harvard Business Review, Inr, HARVARD BUSINESS REVIEW PRESS",TRUE,Title,Default Title,9781633691247,shopify,33,deny,manual,999,,TRUE,FALSE,9781633691247,https://covers.openlibrary.org/b/isbn/9781633691247-L.jpg,1,HARVARD BUSINESS REVIEW: MANAGERS HANDBOOK,active
the-beatles-all-our-yesterdays-9789381182222,The Beatles – All Our Yesterdays,<table><tr><td><strong>Author(s)</strong></td><td>Campfire</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Jason Quinn</td></tr><tr><td><strong>ISBN</strong></td><td>9789381182222</td></tr></table>,ENGLISH,Media > Books,Books,"Jason Quinn, Inr, Campfire",TRUE,Title,Default Title,9789381182222,shopify,11,deny,manual,699,,TRUE,FALSE,9789381182222,https://covers.openlibrary.org/b/isbn/9789381182222-L.jpg,1,The Beatles – All Our Yesterdays,active
how-oliver-olson-changed-the-world-9780312672829,How Oliver Olson Changed the World,<table><tr><td><strong>Author(s)</strong></td><td>Square Fish</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Claudia Mills</td></tr><tr><td><strong>ISBN</strong></td><td>9780312672829</td></tr></table>,ENGLISH,Media > Books,Books,"Claudia Mills, Inr, Square Fish",TRUE,Title,Default Title,9780312672829,shopify,29,deny,manual,499,,TRUE,FALSE,9780312672829,https://covers.openlibrary.org/b/isbn/9780312672829-L.jpg,1,How Oliver Olson Changed the World,active
my-jumbo-365-page-colouring-book-9788131918784,MY JUMBO 365 PAGE COLOURING BOOK,"<p>365 Page Colouring Book.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Bjain</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Pegasus</td></tr><tr><td><strong>ISBN</strong></td><td>9788131918784</td></tr></table>",ENGLISH,Media > Books,Books,"Pegasus, Inr, Bjain",TRUE,Title,Default Title,9788131918784,shopify,4,deny,manual,399,,TRUE,FALSE,9788131918784,https://images.isbndb.com/covers/9917273485083.jpg,1,MY JUMBO 365 PAGE COLOURING BOOK,active
the-land-of-stories-02-9781907411786,The land of Stories 02,<table><tr><td><strong>Author(s)</strong></td><td>HACHETTE</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Chris Colfer</td></tr><tr><td><strong>ISBN</strong></td><td>9781907411786</td></tr></table>,ENGLISH,Media > Books,Books,"Chris Colfer, Inr, HACHETTE",TRUE,Title,Default Title,9781907411786,shopify,28,deny,manual,599,,TRUE,FALSE,9781907411786,https://covers.openlibrary.org/b/isbn/9781907411786-L.jpg,1,The land of Stories 02,active
the-practice-of-the-yoga-sutra-sadhana-pada-9780893892791,The practice of the Yoga sutra: Sadhana pada,"<p>Includes indexes.Includes Sanskrit text, transliteration, and translation into English.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Rajmani Tigunait</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Published</strong></td><td>2017</td></tr><tr><td><strong>Pages</strong></td><td>389</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Sadhana Pada</td></tr><tr><td><strong>ISBN</strong></td><td>9780893892791</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780893892791' target='_blank'>Open Library</a></td></tr></table>",ENGLISH,Media > Books,Books,"Sadhana Pada, Inr, Rajmani Tigunait, Samadhi, Early works to 1800, Commentaries, Yoga",TRUE,Title,Default Title,9780893892791,shopify,19,deny,manual,799,,TRUE,FALSE,9780893892791,https://covers.openlibrary.org/b/isbn/9780893892791-L.jpg,1,The practice of the Yoga sutra: Sadhana pada,active
50-successful-harvard-application-essays-what-worked-for-them-can-help-you-get-into-the-college-of-your-choice-9781250127556,50 successful Harvard application essays: what worked for them can help you get into the college of your choice,<table><tr><td><strong>Author(s)</strong></td><td>Staff of the Harvard Crimson</td></tr><tr><td><strong>Publisher</strong></td><td>St. Martin's Griffin</td></tr><tr><td><strong>Published</strong></td><td>2017</td></tr><tr><td><strong>Pages</strong></td><td>212</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Harvard Crimson</td></tr><tr><td><strong>ISBN</strong></td><td>9781250127556</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781250127556' target='_blank'>Open Library</a></td></tr></table>,St. Martin's Griffin,Media > Books,Books,"Harvard Crimson, Inr, Staff of the Harvard Crimson, College applications, Admission, Exposition (Rhetoric), Harvard University, Universities and colleges",TRUE,Title,Default Title,9781250127556,shopify,11,deny,manual,499,,TRUE,FALSE,9781250127556,https://covers.openlibrary.org/b/id/14356640-L.jpg,1,50 successful Harvard application essays: what worked for them can help you get into the college of your choice,active
ramakrishna-on-non-doership-9789382742579,Ramakrishna on non doership,<table><tr><td><strong>Author(s)</strong></td><td>YOGI IMPRESSION</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Gautam Sachdeva</td></tr><tr><td><strong>ISBN</strong></td><td>9789382742579</td></tr></table>,ENGLISH,Media > Books,Books,"Gautam Sachdeva, Inr, YOGI IMPRESSION",TRUE,Title,Default Title,9789382742579,shopify,7,deny,manual,299,,TRUE,FALSE,9789382742579,https://covers.openlibrary.org/b/isbn/9789382742579-L.jpg,1,Ramakrishna on non doership,active
evolution-and-conversion-9781350018235,EVOLUTION AND CONVERSION,<table><tr><td><strong>Author(s)</strong></td><td>BLOOMSBURY</td></tr><tr><td><strong>Publisher</strong></td><td>ENGLISH</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Rene Girard</td></tr><tr><td><strong>ISBN</strong></td><td>9781350018235</td></tr></table>,ENGLISH,Media > Books,Books,"Rene Girard, Inr, BLOOMSBURY",TRUE,Title,Default Title,9781350018235,shopify,1,deny,manual,899,,TRUE,FALSE,9781350018235,https://covers.openlibrary.org/b/isbn/9781350018235-L.jpg,1,EVOLUTION AND CONVERSION,active
freeman-s-home-the-best-new-writing-on-home-9781611855173,Freeman's Home: The Best New Writing on Home,"<p>BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.</p>
<table><tr><td><strong>Author(s)</strong></td><td>John Freeman</td></tr><tr><td><strong>Publisher</strong></td><td>Grove Press / Atlantic Monthly Press, Grove/Atlantic, Incorporated</td></tr><tr><td><strong>Published</strong></td><td>2017-04-06</td></tr><tr><td><strong>Format</strong></td><td>Inr</td></tr><tr><td><strong>Language</strong></td><td>Ed. John Freeman</td></tr><tr><td><strong>ISBN</strong></td><td>9781611855173</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781611855173' target='_blank'>Open Library</a></td></tr></table>","Grove Press / Atlantic Monthly Press, Grove/Atlantic, Incorporated",Media > Books,Books,"Ed. John Freeman, Inr, John Freeman, Literature, collections",TRUE,Title,Default Title,9781611855173,shopify,1,deny,manual,599,,TRUE,FALSE,9781611855173,https://images.isbndb.com/covers/24485543482761.jpg,1,Freeman's Home: The Best New Writing on Home,active
