Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
if-its-not-forever-its-not-love-9780143421566,IF ITS NOT FOREVER ITS NOT LOVE,"<p>To the everlasting power of love . . .When Deb, an author and publisher, survives the bomb blasts at Chandni Chowk, he knows his life is nothing short of a miracle. And though he escapes with minor injuries, he is haunted by the images and voices that he heard on that unfortunate day.Even as he recovers, his feet take him to where the blasts took place. From the burnt remains he discovers a diary. It seems to belong to a dead man who was deeply in love with a girl. As he reads the heartbreaking narrative, he knows that this story must never be left incomplete. Thus begins Deb's journey with his girlfriend, Avantika, and his best friend, Shrey, to hand over the diary to the man's beloved.Highly engrossing and powerfully told, If It's Not Forever . . . tells an unforgettable tale of love and life.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Durjoy Dutta</td></tr><tr><td><strong>Publisher</strong></td><td>PENGUIN BOOKS INDIA</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780143421566</td></tr></table>",PENGUIN BOOKS INDIA,Media > Books,Books,"English, Paper Back, Durjoy Dutta",TRUE,Title,Default Title,9.78014E+12,shopify,5,deny,manual,250,,TRUE,FALSE,9.78014E+12,https://images.isbndb.com/covers/931853482239.jpg,1,IF ITS NOT FOREVER ITS NOT LOVE,active
treasure-island-9788172344764,Treasure Island,"<p><p>Embark on a thrilling adventure with Robert Louis Stevenson's ""Treasure Island."" Join young Jim Hawkins as he sets sail on a quest for buried treasure, encountering dangerous pirates and facing the ultimate test of bravery. </p> <p><i>A classic tale of excitement and intrigue.</i><br> </p> <ul> <li>Robert Louis Stevenson's timeless adventure, ""Treasure Island""</li> <li>Set sail with young Jim Hawkins on a quest for buried treasure</li> <li>Encounter treacherous pirates and unravel the mysteries of the high seas</li> <li>Perfect for fans of adventure stories and swashbuckling tales</li> <li>A must-have addition to any book collection, captivating readers of all ages.</li> </ul> <p><br> <br> <br> </p></p>
<table><tr><td><strong>Author(s)</strong></td><td>Robert Louis Stevenson</td></tr><tr><td><strong>Publisher</strong></td><td>Prakash Book Depot</td></tr><tr><td><strong>Published</strong></td><td>2013</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788172344764</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9788172344764' target='_blank'>Open Library</a></td></tr></table>",Prakash Book Depot,Media > Books,Books,"English, Paper Back, Robert Louis Stevenson, Fiction, action & adventure, Children's fiction",TRUE,Title,Default Title,9.78817E+12,shopify,26,deny,manual,199,,TRUE,FALSE,9.78817E+12,https://images.isbndb.com/covers/20976013485097.jpg,1,Treasure Island,active
focus-9789382951797,Focus,"<p>For more than two decades, the author, a psychologist and journalist has been scouting the leading edge of the human sciences for what's new, surprising, and important. In this book, he delves into the science of attention in all its varieties, presenting a long-overdue discussion of this little-noticed and underrated mental asset that matters enormously for how we navigate life. Attention works much like a muscle: use it poorly and it can wither; work it well and it grows. In an era of unstoppable distractions, the author persuasively argues that now more than ever we must learn to sharpen focus if we are to contend with, let alone thrive in, a complex world. He analyzes attention research as a threesome: inner, other, and outer focus. A well-lived life demands that we be nimble at each. He shows why high-performers need all three kinds of focus, as demonstrated by rich case studies from fields as diverse as competitive sports, education, the arts, and business. Those who excel rely on what the author calls smart practice, such as mindfulness meditation, focused preparation and recovery from setbacks, continued attention to the learning curve, and positive emotions and connections, that help them improve habits, add new skills, and sustain excellence. This book calls upon readers not only to pay attention to what matters most to them personally, but also to turn their attention to the pressing problems of the wider world, to the powerless and the poor, and to the future, not just to the seductively simple demands of the here and now.</p>
<table><tr><td><strong>Author(s)</strong></td><td>DANIEL GOLEMAN</td></tr><tr><td><strong>Publisher</strong></td><td>BLOOMSBURY PUBLISHING PLc,</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789382951797</td></tr></table>","BLOOMSBURY PUBLISHING PLc,",Media > Books,Books,"English, Paper Back, DANIEL GOLEMAN",TRUE,Title,Default Title,9.78938E+12,shopify,1,deny,manual,499,,TRUE,FALSE,9.78938E+12,https://images.isbndb.com/covers/22070853485528.jpg,1,Focus,active
thea-stilton-and-the-spanish-dance-mission-thea-stilton-16-9780545556262,Thea Stilton and the Spanish Dance Mission: Thea Stilton - 16,"<p>Age Level:07-10</p>
<table><tr><td><strong>Author(s)</strong></td><td>Elisabetta Dami, Helena Aguilà</td></tr><tr><td><strong>Publisher</strong></td><td>Scholastic</td></tr><tr><td><strong>Published</strong></td><td>2013</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780545556262</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780545556262' target='_blank'>Open Library</a></td></tr></table>",Scholastic,Media > Books,Books,"English, Paper Back, Elisabetta Dami, Helena Aguilà, Aventures, Roman pour la jeunesse, Téa Sisters (Personnages fictifs), Romans, nouvelles, Danse, Voleurs, Chansons, Successions et héritages, Rivalité, Romans",TRUE,Title,Default Title,9.78055E+12,shopify,19,deny,manual,399,,TRUE,FALSE,9.78055E+12,https://covers.openlibrary.org/b/id/13889286-L.jpg,1,Thea Stilton and the Spanish Dance Mission: Thea Stilton - 16,active
the-good-the-bad-and-the-ridiculous-profiles-9788129124432,"The good, the bad and the ridiculous: profiles","<p>In the course of almost a century of living, Khushwant Singh has been witness to the making of more public and private histories than most of us have read about. He has encountered, and frequently crossed swords with, many of the men and women who have been central to these histories-and he has written about them with glorious candour. This collection brings together the very best of these pen portraits, some of which have never before appeared in a book. Among those profiled are Jawaharlal Nehru, Krishna Menon, Indira Gandhi, Sanjay Gandhi, Amrita Sher-Gil, Begum Para, Muhammad Ali Jinnah, M.S. Golwalkar, Mother Teresa, Faiz Ahmad Faiz, Dhirendra Brahmachari, Jarnail Singh Bhindranwale, General Tikka Khan, Phoolan Devi, Giani Zail Singh and Bhagat Puran Singh. Insightful, provocative and unabashedly entertaining, The Good, the Bad and the Ridiculous is, in many ways, an intimate, irreverent modern history of the subcontinent by one of India's most celebrated literary and cultural icons.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Khushwant Singh</td></tr><tr><td><strong>Publisher</strong></td><td>Rupa Publications India</td></tr><tr><td><strong>Published</strong></td><td>2013</td></tr><tr><td><strong>Pages</strong></td><td>213</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788129124432</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9788129124432' target='_blank'>Open Library</a></td></tr></table>",Rupa Publications India,Media > Books,Books,"English, Paper Back, Khushwant Singh, Celebrities, Biography",TRUE,Title,Default Title,9.78813E+12,shopify,2,deny,manual,395,,TRUE,FALSE,9.78813E+12,https://images.isbndb.com/covers/10059543485082.jpg,1,"The good, the bad and the ridiculous: profiles",active
of-course-i-love-you-9780143421603,Of Course I Love You!,"<table><tr><td><strong>Author(s)</strong></td><td>Durjoy Datta</td></tr><tr><td><strong>Publisher</strong></td><td>India Penguin Metro Reads</td></tr><tr><td><strong>Published</strong></td><td>Nov 15, 2013</td></tr><tr><td><strong>Pages</strong></td><td>256</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780143421603</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780143421603' target='_blank'>Open Library</a></td></tr></table>",India Penguin Metro Reads,Media > Books,Books,"English, Paper Back, Durjoy Datta, Fiction, romance, general, Friendship, fiction, India, fiction, Universities and colleges, Fiction, Friendship, Nightclubs",TRUE,Title,Default Title,9.78014E+12,shopify,14,deny,manual,299,,TRUE,FALSE,9.78014E+12,https://covers.openlibrary.org/b/id/12371736-L.jpg,1,Of Course I Love You!,active
the-minpins-9780141350554,The Minpins,<table><tr><td><strong>Author(s)</strong></td><td>Roald Dahl</td></tr><tr><td><strong>Publisher</strong></td><td>Puffin</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780141350554</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9780141350554' target='_blank'>Open Library</a></td></tr></table>,Puffin,Media > Books,Books,"English, Paper Back, Roald Dahl, Fantasy fiction, Fiction, Monsters, Adventure stories, Fantasy, Children's fiction, Monsters, fiction, Friendship, fiction, Family, fiction",TRUE,Title,Default Title,9.78014E+12,shopify,14,deny,manual,599,,TRUE,FALSE,9.78014E+12,https://covers.openlibrary.org/b/id/10601701-L.jpg,1,The Minpins,active
controversially-yours-9789350294024,CONTROVERSIALLY YOURS,"<p>A tell-all book on and by Pakistan cricket's fastest and most controversial bowler One of the most talented and certainly one of the most colourful players in the history of cricket, Shoaib Akhtar holds the record for the fastest delivery ever, clocking in at 11.2 mph. Having taken more than 400 wickets in his international career, Shoaib has seen it all-the best matches, the most exciting tournaments, the highs and lows of personal achievement and failure. Controversially Yours is his take on the game, on his peers, on the fraught tussles between bowlers and batsmen and, of course, the institutions that control the sport, including the ICC and the Pakistan Cricket Board. From the early days of struggle to the 2011 World Cup, this is Shoaib's story in his own words, straight from the heart.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Shoaib Akhtar with Anshu Dogra</td></tr><tr><td><strong>Publisher</strong></td><td>Harper Sport</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789350294024</td></tr></table>",Harper Sport,Media > Books,Books,"English, Paper Back, Shoaib Akhtar with Anshu Dogra",TRUE,Title,Default Title,9.78935E+12,shopify,1,deny,manual,650,,TRUE,FALSE,9.78935E+12,https://images.isbndb.com/covers/4436813485517.jpg,1,CONTROVERSIALLY YOURS,active
kiss-that-frog-hindi-9789350298718,KISS THAT FROG - HINDI,"<p>Sequel to Eat That Frog! (more than 450,000 copies sold and translated into 23 languages) now in Hindi Tracy presents a step-by-step plan that addresses the root causes of negativity, helps you uncover blocks that have become mental obstacles and shows how you can transform them into stepping-stones to achieve your fullest potential. The book distills, in an accessible and immediately useful form, what Tracy has presented in more than 5,000 talks and seminars. The many powerful techniques and exercises in this book will help you change your mindset so that you discover something worthwhile in every person and experience. You'll learn how to develop unshakable self-confidence, become your best self, and begin living an extraordinary life.</p>
<table><tr><td><strong>Author(s)</strong></td><td>BRIAN TRACY</td></tr><tr><td><strong>Publisher</strong></td><td>Harper Hindi</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>Hindi</td></tr><tr><td><strong>ISBN</strong></td><td>9789350298718</td></tr></table>",Harper Hindi,Media > Books,Books,"Hindi, Paper Back, BRIAN TRACY",TRUE,Title,Default Title,9.78935E+12,shopify,9,deny,manual,250,,TRUE,FALSE,9.78935E+12,https://images.isbndb.com/covers/4483753485517.jpg,1,KISS THAT FROG - HINDI,active
thick-as-thieves-tales-of-friendship-9780143332480,THICK AS THIEVES: TALES OF FRIENDSHIP,"<p>Somewhere in lifeThere must be someoneTo take your handAnd share the torrid day.Without the touch of friendshipThere is no life, and we must fade away.Discover a hidden pool with three young boys, laugh out loud as a littlemouse makes demands on a lonely writer, follow the mischievous 'fourfeathers' as they discover a baby lost in the hills, and witness the bondbetween a tiger and his master. Some stories will make you smile, somewill bring tears to your eyes, some may make your heart skip a beat-butall of them will renew your faith in the power of friendship.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Bond, Ruskin</td></tr><tr><td><strong>Publisher</strong></td><td>Puffin PRH</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9780143332480</td></tr></table>",Puffin PRH,Media > Books,Books,"English, Paper Back, Bond, Ruskin",TRUE,Title,Default Title,9.78014E+12,shopify,28,deny,manual,299,,TRUE,FALSE,9.78014E+12,https://images.isbndb.com/covers/40993482239.jpg,1,THICK AS THIEVES: TALES OF FRIENDSHIP,active
