Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
moon-glow-bookshop-enter-a-magical-world-guarded-by-a-moon-rabbit-and-celestial-librarian-the-heartwarming-korean-sensation-9781035425433,Moon Glow Bookshop: Enter a Magical World Guarded by a Moon Rabbit and Celestial Librarian - the Heartwarming Korean Sensation,"<table><tr><td><strong>Author(s)</strong></td><td>Dongwon Seo, Shanna Tan</td></tr><tr><td><strong>Publisher</strong></td><td>Headline Publishing Group</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>304</td></tr><tr><td><strong>Format</strong></td><td>Trade Paperback</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035425433</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781035425433' target='_blank'>Open Library</a></td></tr></table>",Headline Publishing Group,Media > Books,Books,"English, Trade Paperback, Dongwon Seo, Shanna Tan",TRUE,Title,Default Title,9781035425433,shopify,3,deny,manual,599,,TRUE,FALSE,9781035425433,https://covers.openlibrary.org/b/isbn/9781035425433-L.jpg,1,Moon Glow Bookshop: Enter a Magical World Guarded by a Moon Rabbit and Celestial Librarian - the Heartwarming Korean Sensation,active
knowledge-trails-9789359547497,Knowledge Trails,<table><tr><td><strong>Author(s)</strong></td><td>KALYANI PATNAIK</td></tr><tr><td><strong>Publisher</strong></td><td>SCHOLASTIC INDIA</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789359547497</td></tr></table>,SCHOLASTIC INDIA,Media > Books,Books,"English, Paper Back, KALYANI PATNAIK",TRUE,Title,Default Title,9789359547497,shopify,3,deny,manual,399,,TRUE,FALSE,9789359547497,https://covers.openlibrary.org/b/isbn/9789359547497-L.jpg,1,Knowledge Trails,active
yan-9781787744431,Yan,<table><tr><td><strong>Author(s)</strong></td><td>CHANG SHENG</td></tr><tr><td><strong>Publisher</strong></td><td>Titan Comics</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781787744431</td></tr></table>,Titan Comics,Media > Books,Books,"English, Paper Back, CHANG SHENG",TRUE,Title,Default Title,9781787744431,shopify,1,deny,manual,1399,,TRUE,FALSE,9781787744431,https://covers.openlibrary.org/b/isbn/9781787744431-L.jpg,1,Yan,active
hiroshima-b-pb-9781035422708,HIROSHIMA (B PB),<table><tr><td><strong>Author(s)</strong></td><td>M. G. Sheftall</td></tr><tr><td><strong>Publisher</strong></td><td>HEADLINE PRESS HEADLINE PUBLISHING GROUP</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781035422708</td></tr></table>,HEADLINE PRESS HEADLINE PUBLISHING GROUP,Media > Books,Books,"English, Paper Back, M. G. Sheftall",TRUE,Title,Default Title,9781035422708,shopify,1,deny,manual,999,,TRUE,FALSE,9781035422708,https://covers.openlibrary.org/b/isbn/9781035422708-L.jpg,1,HIROSHIMA (B PB),active
the-art-of-war-spanish-deluxe-hardbound-edition-9789370894730,The Art of War (Spanish Deluxe Hardbound Edition),<table><tr><td><strong>Author(s)</strong></td><td>SUN TZU</td></tr><tr><td><strong>Publisher</strong></td><td>Fingerprint Publishing</td></tr><tr><td><strong>Format</strong></td><td>Hard Back</td></tr><tr><td><strong>Language</strong></td><td>Spanish</td></tr><tr><td><strong>ISBN</strong></td><td>9789370894730</td></tr></table>,Fingerprint Publishing,Media > Books,Books,"Spanish, Hard Back, SUN TZU",TRUE,Title,Default Title,9789370894730,shopify,200,deny,manual,499,,TRUE,FALSE,9789370894730,https://covers.openlibrary.org/b/isbn/9789370894730-L.jpg,1,The Art of War (Spanish Deluxe Hardbound Edition),active
the-sober-stoic-journal-9789370894242,The Sober Stoic Journal,<table><tr><td><strong>Author(s)</strong></td><td>White Arrow</td></tr><tr><td><strong>Publisher</strong></td><td>White Arrow</td></tr><tr><td><strong>Format</strong></td><td>Hard Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789370894242</td></tr></table>,White Arrow,Media > Books,Books,"English, Hard Back, White Arrow",TRUE,Title,Default Title,9789370894242,shopify,36,deny,manual,599,,TRUE,FALSE,9789370894242,https://covers.openlibrary.org/b/isbn/9789370894242-L.jpg,1,The Sober Stoic Journal,active
toxic-super-beasts-vol-2-9781787744462,Toxic Super Beasts Vol. 2,<table><tr><td><strong>Author(s)</strong></td><td>Nykken</td></tr><tr><td><strong>Publisher</strong></td><td>Titan Books Limited</td></tr><tr><td><strong>Published</strong></td><td>2025</td></tr><tr><td><strong>Pages</strong></td><td>192</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781787744462</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781787744462' target='_blank'>Open Library</a></td></tr></table>,Titan Books Limited,Media > Books,Books,"English, Paper Back, Nykken",TRUE,Title,Default Title,9781787744462,shopify,1,deny,manual,750,,TRUE,FALSE,9781787744462,https://covers.openlibrary.org/b/isbn/9781787744462-L.jpg,1,Toxic Super Beasts Vol. 2,active
gilmore-girls-the-official-coloring-book-9789359540863,GILMORE GIRLS: THE OFFICIAL COLORING BOOK,<table><tr><td><strong>Author(s)</strong></td><td>Scholastic</td></tr><tr><td><strong>Publisher</strong></td><td>SCHOLASTIC INC</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789359540863</td></tr></table>,SCHOLASTIC INC,Media > Books,Books,"English, Paper Back, Scholastic",TRUE,Title,Default Title,9789359540863,shopify,1,deny,manual,399,,TRUE,FALSE,9789359540863,https://covers.openlibrary.org/b/isbn/9789359540863-L.jpg,1,GILMORE GIRLS: THE OFFICIAL COLORING BOOK,active
what-would-you-rather-be-a-tiger-or-a-tiger-shark-9789359545202,WHAT WOULD YOU RATHER BE? A TIGER OR A TIGER SHARK?,<table><tr><td><strong>Author(s)</strong></td><td>Jerry Pallotta</td></tr><tr><td><strong>Publisher</strong></td><td>SCHOLASTIC INC</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789359545202</td></tr></table>,SCHOLASTIC INC,Media > Books,Books,"English, Paper Back, Jerry Pallotta",TRUE,Title,Default Title,9789359545202,shopify,1,deny,manual,299,,TRUE,FALSE,9789359545202,https://covers.openlibrary.org/b/isbn/9789359545202-L.jpg,1,WHAT WOULD YOU RATHER BE? A TIGER OR A TIGER SHARK?,active
the-gucci-mane-guide-to-greatness-9781982146788,The Gucci Mane Guide to Greatness,<table><tr><td><strong>Author(s)</strong></td><td>Gucci Mane</td></tr><tr><td><strong>Publisher</strong></td><td>SIMON & SCHUSTER</td></tr><tr><td><strong>Format</strong></td><td>Hard Cover</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781982146788</td></tr></table>,SIMON & SCHUSTER,Media > Books,Books,"English, Hard Cover, Gucci Mane",TRUE,Title,Default Title,9781982146788,shopify,28,deny,manual,28,,TRUE,FALSE,9781982146788,https://covers.openlibrary.org/b/isbn/9781982146788-L.jpg,1,The Gucci Mane Guide to Greatness,active
