Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
essential-oils-for-mindfulness-and-meditation-relax-replenish-and-rejuvenate-9781620557624,"Essential Oils for Mindfulness and Meditation: Relax, Replenish, and Rejuvenate","<p>Source title: Essential Oils for Mindfulness and Meditation: Relax, Replenish, and Rejuvenate</p>
<table><tr><td><strong>Author(s)</strong></td><td>Heather Dawn Godfrey</td></tr><tr><td><strong>Publisher</strong></td><td>Healing Arts Press</td></tr><tr><td><strong>Published</strong></td><td>Nov 01, 2018</td></tr><tr><td><strong>Pages</strong></td><td>160</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781620557624</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781620557624' target='_blank'>Open Library</a></td></tr></table>",Healing Arts Press,Media > Books,Books,"English, Paper Back, Heather Dawn Godfrey, Aromatherapy, Essences and essential oils, Mind and body, Meditation",TRUE,Title,Default Title,9781620557624,shopify,10,deny,manual,599,,TRUE,FALSE,9781620557624,https://covers.openlibrary.org/b/id/10861920-L.jpg,1,"Essential Oils for Mindfulness and Meditation: Relax, Replenish, and Rejuvenate",active
creative-coloring-mandala-for-kids-coloring-book-to-improve-concentration-and-relaxation-9789389178098,Creative Coloring Mandala For Kids : Coloring Book To Improve Concentration And Relaxation,<table><tr><td><strong>Author(s)</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Publisher</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789389178098</td></tr></table>,Wonder House Books,Media > Books,Books,"English, Paper Back, Wonder House Books",TRUE,Title,Default Title,9789389178098,shopify,1,deny,manual,149,,TRUE,FALSE,9789389178098,https://covers.openlibrary.org/b/isbn/9789389178098-L.jpg,1,Creative Coloring Mandala For Kids : Coloring Book To Improve Concentration And Relaxation,active
juni-taisen-zodiac-war-vol-3-9781974702510,"Juni Taisen: Zodiac War , Vol. 3","<p>Source title: Juni Taisen: Zodiac War (manga), Vol. 3 (3)</p>
<table><tr><td><strong>Author(s)</strong></td><td>Akira Akatsuki Nisioisin</td></tr><tr><td><strong>Publisher</strong></td><td>VIZ Media LLC</td></tr><tr><td><strong>Published</strong></td><td>Feb 05, 2019</td></tr><tr><td><strong>Pages</strong></td><td>200</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781974702510</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781974702510' target='_blank'>Open Library</a></td></tr></table>",VIZ Media LLC,Media > Books,Books,"English, Paper Back, Akira Akatsuki Nisioisin, Comics & graphic novels, fantasy",TRUE,Title,Default Title,9781974702510,shopify,5,deny,manual,899,,TRUE,FALSE,9781974702510,https://covers.openlibrary.org/b/id/8798246-L.jpg,1,"Juni Taisen: Zodiac War , Vol. 3",active
daastan-e-dastarkhan-9789388322416,Daastan-E-Dastarkhan,"<p>‘I am always transported to the golden years when our humble dastarkhān brought us all together...’ A delectable trove of stories and recipes, Daastan-e-Dastarkhān unravels the history and traditional cooking techniques of 30 intimate dishes from the culinary heritage of Muslim communities across India. In this evocative journal, MasterChef India contestant and consultant chef Sadaf Hussain invites you to gorge on Bihari kebabs during Eid, discover the influences of the spice trade in vegetarian dishes from the coastal Mappila cuisine and learn about a lost recipe born out of competitions between chefs during the Nizami era.With easy-to-follow recipes adapted for today’s kitchens, this book encourages you to recreate mouth-watering delicacies of old, and weaves the story of a community that is as varied as its food.</p>
<table><tr><td><strong>Author(s)</strong></td><td>Hussain, Sadaf</td></tr><tr><td><strong>Publisher</strong></td><td>Hachette India</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789388322416</td></tr></table>",Hachette India,Media > Books,Books,"English, Paper Back, Hussain, Sadaf",TRUE,Title,Default Title,9789388322416,shopify,7,deny,manual,499,,TRUE,FALSE,9789388322416,https://images.isbndb.com/covers/19605463485530.jpg,1,Daastan-E-Dastarkhan,active
shadow-of-the-past-9789389178227,Shadow of the Past,"<table><tr><td><strong>Author(s)</strong></td><td>Mayank Manohar</td></tr><tr><td><strong>Publisher</strong></td><td>Fingerprint! Publishing</td></tr><tr><td><strong>Published</strong></td><td>Aug 20, 2019</td></tr><tr><td><strong>Pages</strong></td><td>168</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789389178227</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789389178227' target='_blank'>Open Library</a></td></tr></table>",Fingerprint! Publishing,Media > Books,Books,"English, Paper Back, Mayank Manohar",TRUE,Title,Default Title,9789389178227,shopify,6,deny,manual,199,,TRUE,FALSE,9789389178227,https://covers.openlibrary.org/b/id/11219487-L.jpg,1,Shadow of the Past,active
spiritual-meaning-of-the-sixties-the-magic-myth-and-music-of-the-decade-that-changed-the-world-9781620557112,"Spiritual Meaning of the Sixties: The Magic, Myth, and Music of the Decade That Changed the World","<table><tr><td><strong>Author(s)</strong></td><td>Tobias Churton</td></tr><tr><td><strong>Publisher</strong></td><td>Inner Traditions International, Limited</td></tr><tr><td><strong>Published</strong></td><td>2019</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781620557112</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781620557112' target='_blank'>Open Library</a></td></tr></table>","Inner Traditions International, Limited",Media > Books,Books,"English, Paper Back, Tobias Churton, Spirituality, Mythology, Magic, Religion, Civilization",TRUE,Title,Default Title,9781620557112,shopify,9,deny,manual,899,,TRUE,FALSE,9781620557112,https://covers.openlibrary.org/b/isbn/9781620557112-L.jpg,1,"Spiritual Meaning of the Sixties: The Magic, Myth, and Music of the Decade That Changed the World",active
relaxing-mandala-for-kids-coloring-book-to-improve-concentration-and-relaxation-9789389178104,Relaxing Mandala for Kids: Coloring Book to Improve Concentration and Relaxation,"<p>Relax and Create with Mesmerising Mandalas! <p><i>Relaxing Mandala</i> is the perfect colouring book for little artists to explore patterns, colours, and creativity. With 32 beautifully designed mandalas featuring a mix of simple and intricate patterns, this book is crafted to boost concentration, develop fine motor skills, and offer a calming, screen-free activity for children. </p>Why Kids Will Love It: <ul><li> Thick outlines and large spaces for easy colouring </li><li> Fun mix of simple and detailed mandalas </li><li> Opportunity to create vibrant and unique masterpieces </li></ul>Why Parents Will Love It: <ul><li> Encourages mindfulness and relaxation </li><li> Enhances color recognition and motor coordination </li><li> Provides hours of calming, screen-free entertainment </li></ul>Perfect For: <ul><li> Children aged 5-10 </li><li> Developing creativity and patience through art </li><li> Parents looking for quiet-time activities </li></ul></p>
<table><tr><td><strong>Author(s)</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Publisher</strong></td><td>Prakash Book Depot</td></tr><tr><td><strong>Published</strong></td><td>2019</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789389178104</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789389178104' target='_blank'>Open Library</a></td></tr></table>",Prakash Book Depot,Media > Books,Books,"English, Paper Back, Wonder House Books",TRUE,Title,Default Title,9789389178104,shopify,27,deny,manual,149,,TRUE,FALSE,9789389178104,https://images.isbndb.com/covers/76553485531.jpg,1,Relaxing Mandala for Kids: Coloring Book to Improve Concentration and Relaxation,active
through-the-looking-glass-9789389178234,Through the Looking-Glass,<table><tr><td><strong>Author(s)</strong></td><td>Lewis Carroll</td></tr><tr><td><strong>Publisher</strong></td><td>Prakash Book Depot</td></tr><tr><td><strong>Published</strong></td><td>2019</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789389178234</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789389178234' target='_blank'>Open Library</a></td></tr></table>,Prakash Book Depot,Media > Books,Books,"English, Paper Back, Lewis Carroll, Fantasy, Fiction, English Nonsense verses, Children's poetry, English, Nonsense verses, English poetry, Alice (Fictitious character : Carroll), Toy and movable books, English Fantasy poetry, Children's stories",TRUE,Title,Default Title,9789389178234,shopify,44,deny,manual,149,,TRUE,FALSE,9789389178234,https://covers.openlibrary.org/b/isbn/9789389178234-L.jpg,1,Through the Looking-Glass,active
my-first-flash-cards-action-words-and-sentences-flash-cards-for-children-9789389178371,My First Flash Cards: Action Words and Sentences (Flash Cards For Children),<table><tr><td><strong>Author(s)</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Publisher</strong></td><td>Wonder House Books</td></tr><tr><td><strong>Format</strong></td><td>Cards</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789389178371</td></tr></table>,Wonder House Books,Media > Books,Books,"English, Cards, Wonder House Books",TRUE,Title,Default Title,9789389178371,shopify,30,deny,manual,249,,TRUE,FALSE,9789389178371,https://covers.openlibrary.org/b/isbn/9789389178371-L.jpg,1,My First Flash Cards: Action Words and Sentences (Flash Cards For Children),active
i-have-a-dream-9788193182161,I Have A Dream,<table><tr><td><strong>Author(s)</strong></td><td>RASHMI BANSAL</td></tr><tr><td><strong>Publisher</strong></td><td>Bushfire Publishing</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9788193182161</td></tr></table>,Bushfire Publishing,Media > Books,Books,"English, Paper Back, RASHMI BANSAL",TRUE,Title,Default Title,9788193182161,shopify,17,deny,manual,350,,TRUE,FALSE,9788193182161,https://covers.openlibrary.org/b/isbn/9788193182161-L.jpg,1,I Have A Dream,active
