Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Status
raising-stars-the-challenges-and-joys-of-being-a-bollywood-parent-9789358563283,Raising Stars: The Challenges and Joys of Being a Bollywood Parent,<table><tr><td><strong>Author(s)</strong></td><td>Rashmi Uchil</td></tr><tr><td><strong>Publisher</strong></td><td>Fingerprint Publishing</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789358563283</td></tr></table>,Fingerprint Publishing,Media > Books,Books,"English, Paper Back, Rashmi Uchil",TRUE,Title,Default Title,9789358563283,shopify,45,deny,manual,399,,TRUE,FALSE,9789358563283,https://covers.openlibrary.org/b/isbn/9789358563283-L.jpg,1,Raising Stars: The Challenges and Joys of Being a Bollywood Parent,active
edenville-9781803364681,Edenville,<table><tr><td><strong>Author(s)</strong></td><td>Sam Rebelein</td></tr><tr><td><strong>Publisher</strong></td><td>Titan Books Limited</td></tr><tr><td><strong>Published</strong></td><td>2023</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781803364681</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781803364681' target='_blank'>Open Library</a></td></tr></table>,Titan Books Limited,Media > Books,Books,"English, Paper Back, Sam Rebelein",TRUE,Title,Default Title,9781803364681,shopify,29,deny,manual,750,,TRUE,FALSE,9781803364681,https://covers.openlibrary.org/b/isbn/9781803364681-L.jpg,1,Edenville,active
complete-novels-and-short-stories-of-sherlock-holmes-deluxe-hardbound-edition-9789358563115,Complete Novels and Short Stories of Sherlock Holmes: Deluxe Hardbound Edition,<table><tr><td><strong>Author(s)</strong></td><td>Arthur Conan Doyle</td></tr><tr><td><strong>Publisher</strong></td><td>Prakash Book Depot</td></tr><tr><td><strong>Published</strong></td><td>2023</td></tr><tr><td><strong>Format</strong></td><td>Hard Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789358563115</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789358563115' target='_blank'>Open Library</a></td></tr></table>,Prakash Book Depot,Media > Books,Books,"English, Hard Back, Arthur Conan Doyle",TRUE,Title,Default Title,9789358563115,shopify,14,deny,manual,1999,,TRUE,FALSE,9789358563115,https://covers.openlibrary.org/b/isbn/9789358563115-L.jpg,1,Complete Novels and Short Stories of Sherlock Holmes: Deluxe Hardbound Edition,active
hurda-9789356402287,Hurda,<table><tr><td><strong>Author(s)</strong></td><td>Atharva Pandit</td></tr><tr><td><strong>Publisher</strong></td><td>Bloomsbury India</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9789356402287</td></tr></table>,Bloomsbury India,Media > Books,Books,"English, Paper Back, Atharva Pandit",TRUE,Title,Default Title,9789356402287,shopify,1,deny,manual,699,,TRUE,FALSE,9789356402287,https://covers.openlibrary.org/b/isbn/9789356402287-L.jpg,1,Hurda,active
you-can-9789358563290,You Can,<table><tr><td><strong>Author(s)</strong></td><td>George Matthew Adams</td></tr><tr><td><strong>Publisher</strong></td><td>Prakash Book Depot</td></tr><tr><td><strong>Published</strong></td><td>2023</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>Bengali</td></tr><tr><td><strong>ISBN</strong></td><td>9789358563290</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789358563290' target='_blank'>Open Library</a></td></tr></table>,Prakash Book Depot,Media > Books,Books,"Bengali, Paper Back, George Matthew Adams, Legacies, Fiction, Avarice",TRUE,Title,Default Title,9789358563290,shopify,3,deny,manual,229,,TRUE,FALSE,9789358563290,https://covers.openlibrary.org/b/isbn/9789358563290-L.jpg,1,You Can,active
yoga-uttam-swaasthy-ka-shrestha-sadhan-9789358563191,Yoga: Uttam Swaasthy Ka Shrestha Sadhan,<table><tr><td><strong>Author(s)</strong></td><td>Acharya Yatendra</td></tr><tr><td><strong>Publisher</strong></td><td>Prakash Book Depot</td></tr><tr><td><strong>Published</strong></td><td>2023</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>Hindi</td></tr><tr><td><strong>ISBN</strong></td><td>9789358563191</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9789358563191' target='_blank'>Open Library</a></td></tr></table>,Prakash Book Depot,Media > Books,Books,"Hindi, Paper Back, Acharya Yatendra",TRUE,Title,Default Title,9789358563191,shopify,27,deny,manual,199,,TRUE,FALSE,9789358563191,https://covers.openlibrary.org/b/isbn/9789358563191-L.jpg,1,Yoga: Uttam Swaasthy Ka Shrestha Sadhan,active
colours-colours-everywhere-9781529078534,"Colours, Colours Everywhere","<table><tr><td><strong>Author(s)</strong></td><td>Julia Donaldson, Sharon King-Chai</td></tr><tr><td><strong>Publisher</strong></td><td>Two Hoots</td></tr><tr><td><strong>Published</strong></td><td>2024</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781529078534</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781529078534' target='_blank'>Open Library</a></td></tr></table>",Two Hoots,Media > Books,Books,"English, Paper Back, Julia Donaldson, Sharon King-Chai",TRUE,Title,Default Title,9781529078534,shopify,16,deny,manual,699,,TRUE,FALSE,9781529078534,https://covers.openlibrary.org/b/isbn/9781529078534-L.jpg,1,"Colours, Colours Everywhere",active
wild-card-let-the-tarot-tell-your-story-9781529082111,Wild Card: Let the Tarot Tell Your Story,"<table><tr><td><strong>Author(s)</strong></td><td>Fiona Lensvelt, Jen Cownie</td></tr><tr><td><strong>Publisher</strong></td><td>Bluebird Publishing</td></tr><tr><td><strong>Published</strong></td><td>2023</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>English</td></tr><tr><td><strong>ISBN</strong></td><td>9781529082111</td></tr><tr><td><strong>More Info</strong></td><td><a href='https://openlibrary.org/isbn/9781529082111' target='_blank'>Open Library</a></td></tr></table>",Bluebird Publishing,Media > Books,Books,"English, Paper Back, Fiona Lensvelt, Jen Cownie",TRUE,Title,Default Title,9781529082111,shopify,1,deny,manual,650,,TRUE,FALSE,9781529082111,https://covers.openlibrary.org/b/isbn/9781529082111-L.jpg,1,Wild Card: Let the Tarot Tell Your Story,active
the-art-of-war-bengali-9789358563153,The Art of War (Bengali),<table><tr><td><strong>Author(s)</strong></td><td>SUN TZU</td></tr><tr><td><strong>Publisher</strong></td><td>Fingerprint Publishing</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>Bengali</td></tr><tr><td><strong>ISBN</strong></td><td>9789358563153</td></tr></table>,Fingerprint Publishing,Media > Books,Books,"Bengali, Paper Back, SUN TZU",TRUE,Title,Default Title,9789358563153,shopify,3,deny,manual,129,,TRUE,FALSE,9789358563153,https://covers.openlibrary.org/b/isbn/9789358563153-L.jpg,1,The Art of War (Bengali),active
1984-marathi-9789354401428,1984 (Marathi),<table><tr><td><strong>Author(s)</strong></td><td>GEORGE ORWELL</td></tr><tr><td><strong>Publisher</strong></td><td>Fingerprint Publishing</td></tr><tr><td><strong>Format</strong></td><td>Paper Back</td></tr><tr><td><strong>Language</strong></td><td>Marathi</td></tr><tr><td><strong>ISBN</strong></td><td>9789354401428</td></tr></table>,Fingerprint Publishing,Media > Books,Books,"Marathi, Paper Back, GEORGE ORWELL",TRUE,Title,Default Title,9789354401428,shopify,5,deny,manual,249,,TRUE,FALSE,9789354401428,https://covers.openlibrary.org/b/isbn/9789354401428-L.jpg,1,1984 (Marathi),active
